Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
VINORELBINE,MK-8669,NCIH1650,687800,26.5497882054,lung,26.549788,14.6307335,11.919054
ERLOTINIB,METFORMIN,T-47D,905945,22.8749724382,breast,22.874973,34.805157,11.930183
SUNITINIB,MK-4541,NCIH1650,687800,-6.9192089463,lung,-6.919209,5.013629,11.932838
SUNITINIB,TEMOZOLOMIDE,A2058,906792,3.0209211841,skin,3.0209212,14.9547205,11.9338
VINORELBINE,SUNITINIB,NCIH23,905942,-6.6574514717,lung,-6.6574516,-18.594185,11.936733
ZOLINZA,DEXAMETHASONE,UACC62,905976,12.2272081112,skin,12.227208,0.26932514,11.957883
DASATINIB,MK-4827,LOVO,907790,34.2985317436,digestive_system,34.29853,22.338951,11.959579
VINORELBINE,DINACICLIB,SKMES1,909728,-7.7662382965,lung,-7.766238,-19.728394,11.962155
BEZ-235,SUNITINIB,NCIH2122,722046,24.6515169227,lung,24.651518,12.6768465,11.974671
MK-4827,L778123,RPMI7951,910903,11.2932269138,skin,11.293227,-0.6823641,11.975592
ERLOTINIB,DASATINIB,NCIH520,908443,48.9367060007,lung,48.936707,36.933517,12.003189
MK-4541,VINORELBINE,NCIH1650,687800,7.0717553251,lung,7.0717554,-4.9394975,12.011253
ERLOTINIB,SN-38,A375,906793,33.4287841562,skin,33.428783,21.416012,12.012772
TEMOZOLOMIDE,PACLITAXEL,SW837,909755,-1.8389224035,digestive_system,-1.8389224,-13.856869,12.017946
DEXAMETHASONE,AZD1775,VCAP,1299075,-7.3262791945,urogenital_system,-7.326279,4.6917973,12.018076
DINACICLIB,VINORELBINE,LOVO,907790,-4.3914223659,digestive_system,-4.3914223,-16.410114,12.018692
ETOPOSIDE,ERLOTINIB,T-47D,905945,-9.4094430938,breast,-9.409443,2.6097245,12.019167
ERLOTINIB,CARBOPLATIN,SW837,909755,12.9715190971,digestive_system,12.971519,0.94348115,12.028038
DEXAMETHASONE,BEZ-235,OV90,1240197,13.8393778842,urogenital_system,13.839378,25.86779,12.028412
MK-8669,VINORELBINE,NCIH2122,722046,-18.4763867933,lung,-18.476387,-6.4406586,12.035728
SUNITINIB,SN-38,MDAMB436,1240172,0.2120827043,breast,0.2120827,12.252281,12.040198
SUNITINIB,PD325901,T-47D,905945,22.5188596869,breast,22.51886,10.473803,12.045057
VINORELBINE,MK-4827,SKMES1,909728,1.9923252889,lung,1.9923253,-10.053561,12.045887
CYCLOPHOSPHAMIDE,SUNITINIB,HCT116,905936,9.8485905958,digestive_system,9.848591,-2.1992273,12.047818
SUNITINIB,BEZ-235,SKMEL30,909726,16.7754503503,skin,16.77545,28.838594,12.063145
MK-8669,MK-4827,SKMEL30,909726,23.8763470697,skin,23.876347,11.806466,12.0698805
ERLOTINIB,BORTEZOMIB,RKO,909698,12.7250986432,digestive_system,12.725099,0.6381756,12.086923
SORAFENIB,SUNITINIB,NCIH2122,722046,-4.0136386936,lung,-4.0136385,8.073502,12.08714
DEXAMETHASONE,MK-5108,SKMES1,909728,-11.576886936,lung,-11.576887,0.51867896,12.095566
AZD1775,MK-4827,SKMES1,909728,14.9975168203,lung,14.997517,2.8961942,12.101322
DEXAMETHASONE,MK-4541,UACC62,905976,6.4989089531,skin,6.498909,-5.6095324,12.108441
SUNITINIB,VINORELBINE,OVCAR3,905933,-9.6239088626,urogenital_system,-9.623909,2.4899576,12.113867
AZD1775,ERLOTINIB,SW837,909755,26.3397184904,digestive_system,26.339718,14.221785,12.117933
SUNITINIB,BEZ-235,OCUBM,909256,6.7464167489,breast,6.7464166,18.87519,12.128775
DEXAMETHASONE,AZD1775,A2058,906792,-6.0379847151,skin,-6.037985,6.093165,12.131149
BORTEZOMIB,SUNITINIB,T-47D,905945,1.4424102206,breast,1.4424102,-10.691569,12.13398
SN-38,ERLOTINIB,OCUBM,909256,18.1144720485,breast,18.114471,5.96446,12.150011
5-FU,ERLOTINIB,SK-OV-3,905959,16.2106176273,urogenital_system,16.210617,4.059963,12.150654
5-FU,ERLOTINIB,OV90,1240197,-11.0400458463,urogenital_system,-11.040046,1.1236899,12.163735
MK-2206,SUNITINIB,RKO,909698,15.7946457585,digestive_system,15.794645,27.968859,12.174213
ETOPOSIDE,MK-4827,HT144,907067,14.3526778982,skin,14.352678,2.1762424,12.176435
ERLOTINIB,5-FU,UACC62,905976,17.9689860115,skin,17.968987,5.7887044,12.180283
DEXAMETHASONE,LAPATINIB,HCT116,905936,-1.5980417639,digestive_system,-1.5980418,10.58491,12.182952
SUNITINIB,GELDANAMYCIN,VCAP,1299075,14.3399175072,urogenital_system,14.339917,2.1553416,12.184576
METFORMIN,MK-4827,NCIH2122,722046,7.930717273,lung,7.9307175,-4.2570915,12.187809
ETOPOSIDE,SUNITINIB,SKMES1,909728,-10.193424208,lung,-10.193424,2.0028467,12.196271
PD325901,VINORELBINE,LNCAP,907788,0.3583567478,urogenital_system,0.35835674,12.569927,12.211571
ERLOTINIB,L778123,LOVO,907790,24.5463435631,digestive_system,24.546343,12.332391,12.213952
ERLOTINIB,5-FU,VCAP,1299075,24.4137931368,urogenital_system,24.413794,12.19957,12.214224
MK-4827,DASATINIB,OCUBM,909256,-8.1769416011,breast,-8.176942,4.044533,12.221475
VINORELBINE,AZD1775,SW837,909755,-11.1620880664,digestive_system,-11.162088,1.059845,12.221933
SUNITINIB,MK-4541,NCIH520,908443,16.4653968802,lung,16.465397,4.2342916,12.231106
DEXAMETHASONE,ZOLINZA,NCIH2122,722046,4.9835866355,lung,4.983587,17.228508,12.244921
MK-4827,VINBLASTINE,LNCAP,907788,-46.6471946748,urogenital_system,-46.647194,-34.386135,12.261059
AZD1775,SUNITINIB,RPMI7951,910903,0.8162103476,skin,0.8162103,13.085292,12.269081
PD325901,SUNITINIB,T-47D,905945,22.5188596869,breast,22.51886,10.241059,12.277801
SUNITINIB,TEMOZOLOMIDE,A375,906793,7.8945919275,skin,7.894592,-4.387117,12.281709
MK-4827,MK-2206,NCIH23,905942,15.7699302156,lung,15.76993,3.4845746,12.285356
ABT-888,VINORELBINE,OCUBM,909256,-2.3011650785,breast,-2.301165,-14.592092,12.290926
MK-8776,PACLITAXEL,HCT116,905936,-7.7950258502,digestive_system,-7.795026,4.4986143,12.29364
PACLITAXEL,ZOLINZA,VCAP,1299075,11.6470807755,urogenital_system,11.64708,23.94574,12.298659
DEXAMETHASONE,SUNITINIB,MSTO,908152,15.7633451321,lung,15.763345,3.4572012,12.306144
AZD1775,DEXAMETHASONE,T-47D,905945,-16.5734801721,breast,-16.57348,-4.2648864,12.308594
ERLOTINIB,METHOTREXATE,NCIH23,905942,0.3980544616,lung,0.39805445,-11.915217,12.3132715
LAPATINIB,ERLOTINIB,RPMI7951,910903,-3.1089470906,skin,-3.108947,9.206894,12.315841
MRK-003,SUNITINIB,SW837,909755,-4.9816585996,digestive_system,-4.9816585,7.3464394,12.328098
SUNITINIB,SORAFENIB,LNCAP,907788,-15.9699733215,urogenital_system,-15.969974,-3.6387725,12.331202
MK-4827,ETOPOSIDE,VCAP,1299075,22.0955574288,urogenital_system,22.095558,9.753509,12.34205
ZOLINZA,SUNITINIB,RPMI7951,910903,-11.9387982303,skin,-11.938798,0.40528935,12.344088
DINACICLIB,DEXAMETHASONE,T-47D,905945,-31.8045560444,breast,-31.804556,-19.458858,12.345697
MK-8776,ERLOTINIB,UACC62,905976,28.0240049794,skin,28.024006,15.643144,12.380862
MK-5108,DEXAMETHASONE,OCUBM,909256,17.8766667356,breast,17.876667,5.49012,12.386547
L778123,PACLITAXEL,OV90,1240197,24.5440685342,urogenital_system,24.54407,12.154216,12.3898535
SUNITINIB,DINACICLIB,T-47D,905945,9.2465503916,breast,9.246551,-3.154507,12.401057
PACLITAXEL,SORAFENIB,OV90,1240197,8.6181724805,urogenital_system,8.618173,-3.7843924,12.402565
PACLITAXEL,DINACICLIB,SKMEL30,909726,12.5851977347,skin,12.585197,0.18163213,12.403565
MK-2206,MK-4827,SK-OV-3,905959,16.3735548303,urogenital_system,16.373554,3.9616807,12.411874
BEZ-235,PACLITAXEL,RPMI7951,910903,-2.7193179775,skin,-2.719318,9.6987095,12.418028
PACLITAXEL,MRK-003,MDAMB436,1240172,11.8834974956,breast,11.883497,-0.5508475,12.434344
BEZ-235,SUNITINIB,OCUBM,909256,6.7464167489,breast,6.7464166,19.18107,12.434654
MK-4541,SUNITINIB,SKMEL30,909726,8.9587320725,skin,8.958732,-3.4867902,12.445522
SORAFENIB,ERLOTINIB,A2058,906792,-1.6565454253,skin,-1.6565454,10.798832,12.455378
MRK-003,DEXAMETHASONE,HT144,907067,-6.7849341351,skin,-6.784934,5.677335,12.462269
ERLOTINIB,GELDANAMYCIN,NCIH1650,687800,15.1667441343,lung,15.166744,2.7032115,12.463532
ERLOTINIB,DINACICLIB,NCIH1650,687800,7.9493504023,lung,7.9493504,-4.5150027,12.464354
VINORELBINE,MK-5108,SKMEL30,909726,9.8444675537,skin,9.844467,22.316334,12.471867
MK-4541,ERLOTINIB,LOVO,907790,19.2237904203,digestive_system,19.223791,6.749955,12.473836
MK-4541,DEXAMETHASONE,OCUBM,909256,42.5403877667,breast,42.540386,30.062494,12.477892
CARBOPLATIN,ERLOTINIB,HT144,907067,-5.5315501365,skin,-5.53155,6.9529963,12.484547
SUNITINIB,ABT-888,SKMEL30,909726,6.361187479,skin,6.3611875,-6.123804,12.484991
BORTEZOMIB,SUNITINIB,A2058,906792,-3.7892011905,skin,-3.7892013,8.718513,12.507713
CYCLOPHOSPHAMIDE,ERLOTINIB,T-47D,905945,26.1848918333,breast,26.184893,13.676652,12.508241
BEZ-235,SUNITINIB,RKO,909698,15.7532157537,digestive_system,15.753216,28.267027,12.513811
DASATINIB,DEXAMETHASONE,NCIH1650,687800,18.3592345258,lung,18.359234,30.878363,12.519129
OXALIPLATIN,MK-4827,UACC62,905976,-22.6104029121,skin,-22.610403,-10.090323,12.52008
ERLOTINIB,CYCLOPHOSPHAMIDE,VCAP,1299075,2.9922642052,urogenital_system,2.9922643,15.513137,12.520872
SUNITINIB,MK-4827,RPMI7951,910903,-13.2215869697,skin,-13.221587,-0.69565654,12.52593
MK-4827,GELDANAMYCIN,HCT116,905936,5.9686142217,digestive_system,5.968614,18.502884,12.534269
MRK-003,PACLITAXEL,UACC62,905976,21.2064771046,skin,21.206476,8.666546,12.53993
DASATINIB,DEXAMETHASONE,SKMEL30,909726,-15.5409231049,skin,-15.540923,-28.081844,12.540921
SUNITINIB,MITOMYCINE,MDAMB436,1240172,1.3005828192,breast,1.3005828,13.842977,12.542394
MK-4827,OXALIPLATIN,UACC62,905976,-22.6104029121,skin,-22.610403,-10.067632,12.542771
TOPOTECAN,SUNITINIB,UWB1289,1480374,-12.7867774953,urogenital_system,-12.7867775,-0.2431955,12.543582
PACLITAXEL,L778123,T-47D,905945,10.8921433116,breast,10.892143,-1.674257,12.566401
MITOMYCINE,SUNITINIB,MDAMB436,1240172,1.3005828192,breast,1.3005828,13.873237,12.572654
MK-4827,MK-8776,NCIH520,908443,16.9675540225,lung,16.967554,4.390357,12.577197
ERLOTINIB,L778123,RKO,909698,8.1438579972,digestive_system,8.143858,20.730314,12.586456
ERLOTINIB,SUNITINIB,LOVO,907790,16.8056764286,digestive_system,16.805676,29.398209,12.592533
PACLITAXEL,LAPATINIB,SKMEL30,909726,17.2812242821,skin,17.281225,4.6719666,12.609259
MK-8776,MK-4827,NCIH2122,722046,1.6245730714,lung,1.6245731,-10.988199,12.612772
L778123,PACLITAXEL,HCT116,905936,-6.8552893378,digestive_system,-6.8552895,5.764338,12.619627
VINORELBINE,LAPATINIB,NCIH520,908443,-12.1226633359,lung,-12.1226635,0.50181806,12.624481
DEXAMETHASONE,MK-8776,MDAMB436,1240172,2.7789716248,breast,2.7789717,15.414536,12.635565
SUNITINIB,MK-5108,NCIH1650,687800,-1.0162528264,lung,-1.0162529,11.634343,12.650596
ERLOTINIB,MK-2206,NCIH2122,722046,38.3360908417,lung,38.33609,25.6832,12.652889
MK-4827,TOPOTECAN,RPMI7951,910903,10.7012586964,skin,10.701259,-1.9674547,12.668714
BORTEZOMIB,MK-4827,MDAMB436,1240172,11.3880138481,breast,11.388014,-1.2829933,12.671007
GEMCITABINE,SUNITINIB,MSTO,908152,-8.7871259169,lung,-8.787126,3.88407,12.671196
MK-4827,TOPOTECAN,NCIH2122,722046,14.3504128718,lung,14.350413,1.6651425,12.68527
DEXAMETHASONE,ZOLINZA,NCIH1650,687800,14.952312395,lung,14.952312,2.2650003,12.687312
DOXORUBICIN,ERLOTINIB,HCT116,905936,15.8137116684,digestive_system,15.813712,3.1253417,12.688371
SUNITINIB,BORTEZOMIB,LOVO,907790,0.4992390997,digestive_system,0.4992391,13.193687,12.694448
MK-4827,GEMCITABINE,NCIH1650,687800,1.9747209748,lung,1.974721,-10.748065,12.722786
OXALIPLATIN,ERLOTINIB,SK-OV-3,905959,4.2828123386,urogenital_system,4.282812,-8.441675,12.724487
ETOPOSIDE,MK-4827,VCAP,1299075,22.0955574288,urogenital_system,22.095558,9.355652,12.739906
ERLOTINIB,TOPOTECAN,A375,906793,25.4402594168,skin,25.44026,12.695185,12.745075
DEXAMETHASONE,BORTEZOMIB,SKMEL30,909726,8.8845957548,skin,8.884596,-3.8607352,12.745331
SN-38,MK-4827,HT144,907067,15.6290918857,skin,15.629092,2.8439684,12.785124
SN-38,ERLOTINIB,MDAMB436,1240172,23.5756500761,breast,23.57565,10.786981,12.788669
SUNITINIB,BEZ-235,NCIH2122,722046,24.6515169227,lung,24.651518,11.861013,12.790504
VINORELBINE,DASATINIB,SKMEL30,909726,-14.3889462524,skin,-14.388947,-27.181356,12.79241
L778123,MK-4827,MSTO,908152,-12.6726658542,lung,-12.672666,0.11978605,12.792452
MK-4541,SUNITINIB,NCIH1650,687800,-6.9192089463,lung,-6.919209,5.8788214,12.798031
TEMOZOLOMIDE,DEXAMETHASONE,MSTO,908152,-19.7837291219,lung,-19.78373,-6.973183,12.810547
VINORELBINE,DINACICLIB,LOVO,907790,-4.3914223659,digestive_system,-4.3914223,-17.2027,12.811277
ERLOTINIB,CYCLOPHOSPHAMIDE,HCT116,905936,-3.7070227503,digestive_system,-3.7070227,9.113014,12.820037
ERLOTINIB,MRK-003,LNCAP,907788,-18.9852210235,urogenital_system,-18.985222,-6.142858,12.842363
GEMCITABINE,MK-4827,MSTO,908152,-12.0241598548,lung,-12.024159,0.8245421,12.8487015
SUNITINIB,GEMCITABINE,OVCAR3,905933,-8.4998526206,urogenital_system,-8.499852,4.35081,12.850662
ERLOTINIB,LAPATINIB,T-47D,905945,-14.7773443123,breast,-14.777345,-1.9175122,12.859833
MK-4827,VINORELBINE,OVCAR3,905933,-42.8593940923,urogenital_system,-42.859394,-29.996693,12.862701
PACLITAXEL,L778123,OV90,1240197,24.5440685342,urogenital_system,24.54407,11.676401,12.867668
ERLOTINIB,LAPATINIB,RPMI7951,910903,-3.1089470906,skin,-3.108947,9.761977,12.870924
PACLITAXEL,BEZ-235,RPMI7951,910903,-2.7193179775,skin,-2.719318,10.158552,12.877871
PACLITAXEL,ZOLINZA,NCIH520,908443,8.1182971721,lung,8.118298,-4.794176,12.912474
MK-2206,ERLOTINIB,RPMI7951,910903,24.8385815855,skin,24.838581,11.887283,12.951298
L778123,MK-4827,OCUBM,909256,21.244335229,breast,21.244335,8.281555,12.96278
CARBOPLATIN,ERLOTINIB,SKMES1,909728,15.3615095349,lung,15.361509,2.3917656,12.969744
VINORELBINE,PD325901,LNCAP,907788,0.3583567478,urogenital_system,0.35835674,13.355014,12.996657
SUNITINIB,ABT-888,OVCAR3,905933,5.0615060457,urogenital_system,5.0615063,18.058664,12.997158
AZD1775,SUNITINIB,NCIH520,908443,4.0762137574,lung,4.076214,17.074661,12.998447
TOPOTECAN,MK-4827,SKMEL30,909726,16.8842227729,skin,16.884222,3.8799243,13.004297
ERLOTINIB,DASATINIB,NCIH23,905942,21.8065178099,lung,21.806519,8.794033,13.0124855
PACLITAXEL,MRK-003,UACC62,905976,21.2064771046,skin,21.206476,8.193313,13.013164
ABT-888,DEXAMETHASONE,SW837,909755,-17.5783969843,digestive_system,-17.578398,-4.557745,13.020653
5-FU,SUNITINIB,HT144,907067,4.6773891182,skin,4.677389,-8.348157,13.025546
DINACICLIB,ERLOTINIB,HCT116,905936,7.8545943814,digestive_system,7.854594,-5.198203,13.052797
CARBOPLATIN,SUNITINIB,MDAMB436,1240172,0.9452546128,breast,0.9452546,14.007337,13.062082
PACLITAXEL,MK-2206,NCIH1650,687800,31.7606607813,lung,31.76066,18.68182,13.07884
PACLITAXEL,MK-5108,HCT116,905936,19.724806422,digestive_system,19.724806,6.633687,13.091119
SUNITINIB,ABT-888,SK-OV-3,905959,10.4513518318,urogenital_system,10.451352,-2.645183,13.096535
AZD1775,PACLITAXEL,OCUBM,909256,-3.7917163565,breast,-3.7917163,9.321691,13.113407
VINORELBINE,ERLOTINIB,NCIH1650,687800,12.7565912479,lung,12.756591,-0.38908195,13.145673
MK-4827,SUNITINIB,RPMI7951,910903,-13.2215869697,skin,-13.221587,-0.039905176,13.181682
5-FU,SUNITINIB,OVCAR3,905933,7.236478142,urogenital_system,7.2364783,20.420073,13.183594
SUNITINIB,BEZ-235,RKO,909698,15.7532157537,digestive_system,15.753216,28.938374,13.185158
LAPATINIB,PACLITAXEL,T-47D,905945,-3.9590092152,breast,-3.9590092,9.22928,13.18829
VINORELBINE,MK-8669,MDAMB436,1240172,12.519922655,breast,12.519922,-0.6686897,13.188612
GELDANAMYCIN,MK-4827,HCT116,905936,5.9686142217,digestive_system,5.968614,19.15728,13.188665
PACLITAXEL,SORAFENIB,A2058,906792,-11.1855334473,skin,-11.185534,2.013032,13.1985655
VINORELBINE,MK-4541,UACC62,905976,-16.3038921175,skin,-16.303892,-3.098872,13.20502
MK-5108,DEXAMETHASONE,T-47D,905945,14.3216000371,breast,14.3216,27.54211,13.2205105
PACLITAXEL,TEMOZOLOMIDE,SW837,909755,-1.8389224035,digestive_system,-1.8389224,-15.080912,13.241989
DASATINIB,ERLOTINIB,HCT116,905936,-2.8426238374,digestive_system,-2.842624,10.431681,13.274304
TOPOTECAN,MK-4827,OV90,1240197,9.0440510067,urogenital_system,9.044051,-4.24151,13.285561
ERLOTINIB,DOXORUBICIN,UACC62,905976,16.1797761532,skin,16.179775,2.8827522,13.297023
ABT-888,DEXAMETHASONE,UACC62,905976,11.4503276114,skin,11.450328,-1.8469934,13.297321
MK-4827,VINBLASTINE,OVCAR3,905933,-16.8730401385,urogenital_system,-16.87304,-30.185741,13.312702
DEXAMETHASONE,ABT-888,UACC62,905976,11.4503276114,skin,11.450328,-1.8637137,13.314041
ETOPOSIDE,ERLOTINIB,HT144,907067,31.446221627,skin,31.446222,18.091566,13.354656
MK-4541,DEXAMETHASONE,UACC62,905976,6.4989089531,skin,6.498909,-6.870933,13.369843
LAPATINIB,PACLITAXEL,SKMEL30,909726,17.2812242821,skin,17.281225,3.8833294,13.397896
MK-4827,TOPOTECAN,NCIH23,905942,9.1257204241,lung,9.12572,-4.27244,13.39816
TEMOZOLOMIDE,SUNITINIB,SW837,909755,-9.0524582419,digestive_system,-9.052458,-22.465101,13.412643
CYCLOPHOSPHAMIDE,ERLOTINIB,HCT116,905936,-3.7070227503,digestive_system,-3.7070227,9.732597,13.43962
VINORELBINE,SUNITINIB,OVCAR3,905933,-9.6239088626,urogenital_system,-9.623909,3.821694,13.445602
MK-8669,SUNITINIB,RPMI7951,910903,20.1771052496,skin,20.177105,33.63843,13.461327
MK-5108,PACLITAXEL,SK-OV-3,905959,26.1126110609,urogenital_system,26.112612,12.643065,13.469546
TEMOZOLOMIDE,SUNITINIB,NCIH1650,687800,-2.1867629072,lung,-2.1867628,-15.667828,13.481065
PACLITAXEL,MK-8776,MSTO,908152,10.1671741035,lung,10.167174,-3.3212702,13.488444
GELDANAMYCIN,DEXAMETHASONE,HCT116,905936,3.6858374822,digestive_system,3.6858375,17.175943,13.490106
SUNITINIB,MK-2206,A2058,906792,45.508886914,skin,45.50889,31.991385,13.517504
L778123,PACLITAXEL,T-47D,905945,10.8921433116,breast,10.892143,-2.6323915,13.524534
MRK-003,SUNITINIB,MSTO,908152,7.1365279351,lung,7.136528,-6.3954225,13.53195
ERLOTINIB,GELDANAMYCIN,NCIH2122,722046,14.0081981502,lung,14.008198,0.4712427,13.536955
L778123,SUNITINIB,LOVO,907790,5.4430113986,digestive_system,5.4430113,18.992672,13.549661
LAPATINIB,ERLOTINIB,NCIH520,908443,15.1386048464,lung,15.138605,1.5805295,13.558076
SUNITINIB,BEZ-235,LOVO,907790,13.9117322702,digestive_system,13.911733,27.4986,13.586867
VINORELBINE,MK-2206,SKMEL30,909726,16.2328153792,skin,16.232815,2.640237,13.592578
VINORELBINE,DINACICLIB,NCIH1650,687800,-4.6948528713,lung,-4.694853,-18.291523,13.59667
L778123,ERLOTINIB,RKO,909698,8.1438579972,digestive_system,8.143858,21.75922,13.615362
MITOMYCINE,MK-4827,OV90,1240197,5.7044765395,urogenital_system,5.7044764,-7.915474,13.61995
SUNITINIB,OXALIPLATIN,RPMI7951,910903,-30.9523677445,skin,-30.952368,-17.315355,13.6370125
ZOLINZA,DEXAMETHASONE,UWB1289,1480374,2.558751271,urogenital_system,2.5587513,16.198742,13.639991
VINORELBINE,MK-4541,NCIH1650,687800,7.0717553251,lung,7.0717554,-6.5758142,13.64757
MK-8669,DEXAMETHASONE,OCUBM,909256,40.2817340934,breast,40.281734,26.631123,13.650612
ABT-888,SUNITINIB,OVCAR3,905933,5.0615060457,urogenital_system,5.0615063,18.71661,13.655104
TEMOZOLOMIDE,PACLITAXEL,A375,906793,7.4789731067,skin,7.478973,-6.1981387,13.677112
ERLOTINIB,LAPATINIB,NCIH520,908443,15.1386048464,lung,15.138605,1.4593189,13.679286
SUNITINIB,MK-2206,HCT116,905936,35.3617139204,digestive_system,35.361713,21.68165,13.680063
PD325901,DEXAMETHASONE,VCAP,1299075,-2.0773017585,urogenital_system,-2.0773017,11.615906,13.693208
TOPOTECAN,MK-4827,OCUBM,909256,-16.1576633558,breast,-16.157663,-2.462989,13.6946745
DEXAMETHASONE,ZOLINZA,UWB1289,1480374,2.558751271,urogenital_system,2.5587513,16.283085,13.724334
VINBLASTINE,MK-4827,UACC62,905976,-1.6253838079,skin,-1.6253839,-15.3684025,13.743019
MK-8669,SUNITINIB,RKO,909698,19.3737388524,digestive_system,19.37374,33.12017,13.746431
MK-8669,PACLITAXEL,SKMEL30,909726,40.137943858,skin,40.137943,26.356087,13.781857
DINACICLIB,PACLITAXEL,SKMEL30,909726,12.5851977347,skin,12.585197,-1.1982398,13.783438
SN-38,ERLOTINIB,A375,906793,33.4287841562,skin,33.428783,19.635103,13.79368
MK-4827,CARBOPLATIN,SK-OV-3,905959,6.024028461,urogenital_system,6.0240283,-7.7698617,13.79389
SUNITINIB,MRK-003,MSTO,908152,7.1365279351,lung,7.136528,-6.6701016,13.806629
SN-38,MK-4827,A2058,906792,27.9855866047,skin,27.985586,14.174399,13.811187
MK-5108,DEXAMETHASONE,LNCAP,907788,-35.672297385,urogenital_system,-35.6723,-49.488464,13.816166
MK-4827,BORTEZOMIB,MDAMB436,1240172,11.3880138481,breast,11.388014,-2.45877,13.846784
MK-4541,MK-4827,NCIH2122,722046,14.0458910301,lung,14.045891,0.1806719,13.865219
MK-5108,SUNITINIB,NCIH2122,722046,-2.1565894618,lung,-2.1565895,-16.036236,13.879646
METHOTREXATE,ERLOTINIB,NCIH23,905942,0.3980544616,lung,0.39805445,-13.48921,13.887264
ERLOTINIB,CARBOPLATIN,SKMES1,909728,15.3615095349,lung,15.361509,1.4730022,13.888507
ERLOTINIB,AZD1775,SW837,909755,26.3397184904,digestive_system,26.339718,12.446744,13.892974
PACLITAXEL,TEMOZOLOMIDE,A375,906793,7.4789731067,skin,7.478973,-6.4141636,13.893137
VINORELBINE,L778123,MSTO,908152,13.9196011195,lung,13.919601,0.025927112,13.893674
PACLITAXEL,MK-8776,HT144,907067,9.6845161743,skin,9.684516,-4.21359,13.898106
BEZ-235,DEXAMETHASONE,HCT116,905936,13.3637002668,digestive_system,13.3637,27.265648,13.901948
ERLOTINIB,DASATINIB,HCT116,905936,-2.8426238374,digestive_system,-2.842624,11.076075,13.918698
ERLOTINIB,5-FU,SK-OV-3,905959,16.2106176273,urogenital_system,16.210617,2.2653708,13.945246
DINACICLIB,DEXAMETHASONE,OCUBM,909256,16.8741866599,breast,16.874187,2.9240034,13.950184
VINORELBINE,MK-2206,OCUBM,909256,-15.7810074202,breast,-15.781008,-1.8302166,13.950791
MK-5108,PACLITAXEL,OV90,1240197,21.1845777022,urogenital_system,21.184578,7.232364,13.952213
PACLITAXEL,ZOLINZA,NCIH23,905942,-25.8658195796,lung,-25.86582,-11.904404,13.961416
ERLOTINIB,TOPOTECAN,UACC62,905976,23.2436802246,skin,23.243681,9.255879,13.987802
SN-38,SUNITINIB,NCIH520,908443,2.3000407853,lung,2.3000407,16.288399,13.988358
BEZ-235,ERLOTINIB,RPMI7951,910903,33.1074802509,skin,33.10748,19.110348,13.997131
MK-8776,VINORELBINE,OVCAR3,905933,-27.3486780091,urogenital_system,-27.348679,-13.339385,14.009294
SUNITINIB,SN-38,NCIH2122,722046,3.8301297093,lung,3.8301296,-10.191764,14.0218935
TOPOTECAN,SUNITINIB,MSTO,908152,-6.3584782108,lung,-6.358478,7.665279,14.023757
MK-5108,MK-4827,RPMI7951,910903,13.8238692804,skin,13.82387,-0.20232338,14.026193
DASATINIB,MK-4827,OCUBM,909256,-8.1769416011,breast,-8.176942,5.8570023,14.033944
MK-4827,DOXORUBICIN,LOVO,907790,-9.4003565782,digestive_system,-9.400356,4.6345387,14.034895
VINORELBINE,SUNITINIB,A375,906793,11.0581777244,skin,11.058178,-2.9817505,14.039928
MK-4827,MK-2206,NCIH520,908443,19.8477999336,lung,19.8478,5.7929616,14.054838
ERLOTINIB,VINORELBINE,MSTO,908152,28.0362426166,lung,28.036243,13.956133,14.080111
ABT-888,SUNITINIB,HT144,907067,1.1511631322,skin,1.1511631,-12.937835,14.088998
SUNITINIB,ZOLINZA,RPMI7951,910903,-11.9387982303,skin,-11.938798,2.1778831,14.116681
DEXAMETHASONE,MK-4541,OCUBM,909256,42.5403877667,breast,42.540386,28.422052,14.118334
TEMOZOLOMIDE,SUNITINIB,SKMES1,909728,20.647746146,lung,20.647747,6.5248137,14.122933
SUNITINIB,CARBOPLATIN,MDAMB436,1240172,0.9452546128,breast,0.9452546,15.069791,14.1245365
MK-4827,ETOPOSIDE,OVCAR3,905933,19.4700845308,urogenital_system,19.470085,5.332229,14.137856
MK-8776,MK-4827,NCIH520,908443,16.9675540225,lung,16.967554,2.8225594,14.144995
SUNITINIB,AZD1775,NCIH520,908443,4.0762137574,lung,4.076214,18.221577,14.145363
OXALIPLATIN,ERLOTINIB,HT144,907067,-24.4813714399,skin,-24.48137,-10.333044,14.148327
PACLITAXEL,MK-4827,A2058,906792,-16.6677417803,skin,-16.667742,-2.4947486,14.172993
SUNITINIB,DOXORUBICIN,OV90,1240197,-12.6996824454,urogenital_system,-12.699682,1.4790056,14.178688
ERLOTINIB,SN-38,OCUBM,909256,18.1144720485,breast,18.114471,3.9296267,14.184845
ERLOTINIB,TEMOZOLOMIDE,VCAP,1299075,10.9042048917,urogenital_system,10.904205,-3.2845936,14.188799
VINORELBINE,SUNITINIB,RPMI7951,910903,-22.4545454485,skin,-22.454546,-8.262025,14.192521
MK-8776,PACLITAXEL,UWB1289,1480374,-20.6485241644,urogenital_system,-20.648523,-6.446495,14.202028
