Drug1,Drug2,Cell line,synergy_x,fold,Cosmic sample Id,synergy_y,set
L778123,ZOLINZA,MDAMB436,6.0138925316,1,1240172.0,6.0138925316,val_dc
L778123,ZOLINZA,MDAMB436,6.0138925316,1,1240172.0,6.0138925316,blind_cell_val
L778123,ZOLINZA,MSTO,11.9666489405,1,908152.0,11.9666489405,train_dc
L778123,ZOLINZA,NCIH1650,-1.7020969514,1,687800.0,-1.7020969514,train_dc
L778123,ZOLINZA,NCIH2122,21.3419240912,1,722046.0,21.3419240912,train_dc
L778123,ZOLINZA,NCIH23,13.3529404487,1,905942.0,13.3529404487,test_dc
L778123,ZOLINZA,NCIH23,13.3529404487,1,905942.0,13.3529404487,blind_cell_test
L778123,ZOLINZA,NCI-H460,11.9160719683,1,905943.0,11.9160719683,val_dc
L778123,ZOLINZA,NCI-H460,11.9160719683,1,905943.0,11.9160719683,blind_cell_test
L778123,ZOLINZA,NCIH520,-0.9167793746,1,908443.0,-0.9167793746,train_dc
L778123,ZOLINZA,OCUBM,17.9168948446,1,909256.0,17.9168948446,val_dc
L778123,ZOLINZA,OCUBM,17.9168948446,1,909256.0,17.9168948446,blind_cell_test
L778123,ZOLINZA,OV90,19.7685368629,1,1240197.0,19.7685368629,train_dc
L778123,ZOLINZA,OVCAR3,1.1427079901,1,905933.0,1.1427079901,train_dc
L778123,ZOLINZA,PA1,4.8977496638,1,909255.0,4.8977496638,val_dc
L778123,ZOLINZA,PA1,4.8977496638,1,909255.0,4.8977496638,blind_cell_test
L778123,ZOLINZA,RKO,5.3225508588,1,909698.0,5.3225508588,val_dc
L778123,ZOLINZA,RKO,5.3225508588,1,909698.0,5.3225508588,mix_val
L778123,ZOLINZA,RPMI7951,6.5822753401,1,910903.0,6.5822753401,train_dc
L778123,ZOLINZA,SKMEL30,6.5004282155,1,909726.0,6.5004282155,val_dc
L778123,ZOLINZA,SKMEL30,6.5004282155,1,909726.0,6.5004282155,mix_test
L778123,ZOLINZA,SKMES1,12.7867679773,1,909728.0,12.7867679773,train_dc
L778123,ZOLINZA,SK-OV-3,24.9558111039,1,905959.0,24.9558111039,train_dc
L778123,ZOLINZA,SW-620,1.1239872327,1,905962.0,1.1239872327,val_dc
L778123,ZOLINZA,SW-620,1.1239872327,1,905962.0,1.1239872327,blind_cell_val
L778123,ZOLINZA,SW837,2.827004435,1,909755.0,2.827004435,train_dc
L778123,ZOLINZA,T-47D,5.4896336573,1,905945.0,5.4896336573,train_dc
L778123,ZOLINZA,UACC62,2.2857333748,1,905976.0,2.2857333748,train_dc
L778123,ZOLINZA,UWB1289BRCA1,19.4477944301,1,,,
L778123,ZOLINZA,UWB1289,15.6786202773,1,1480374.0,15.6786202773,train_dc
L778123,ZOLINZA,VCAP,16.2079727129,1,1299075.0,16.2079727129,train_dc
L778123,ZOLINZA,ZR751,-7.6039486356,1,,,
LAPATINIB,ABT-888,A2058,7.0327534722,2,906792.0,7.0327534722,train_dc
LAPATINIB,ABT-888,A2780,10.6131484107,2,906804.0,10.6131484107,train_dc
LAPATINIB,ABT-888,A375,-6.0356586906,2,906793.0,-6.0356586906,train_dc
LAPATINIB,ABT-888,A427,-26.0032378846,2,910851.0,-26.0032378846,train_dc
LAPATINIB,ABT-888,CAOV3,11.5202043821,2,,,
LAPATINIB,ABT-888,COLO320DM,1.0786039353,2,,,
LAPATINIB,ABT-888,DLD1,-3.2516679293,2,,,
LAPATINIB,ABT-888,EFM192B,14.1373119203,2,,,
LAPATINIB,ABT-888,ES2,-7.9438069873,2,1240128.0,-7.9438069873,train_dc
LAPATINIB,ABT-888,HCT116,-1.0958669844,2,905936.0,-1.0958669844,train_dc
LAPATINIB,ABT-888,HT144,-0.4604287769,2,907067.0,-0.4604287769,train_dc
LAPATINIB,ABT-888,HT29,7.8808879086,2,,,
LAPATINIB,ABT-888,KPL1,8.1952897931,2,,,
LAPATINIB,ABT-888,LNCAP,18.8375484292,2,907788.0,18.8375484292,test_dc
LAPATINIB,ABT-888,LNCAP,18.8375484292,2,907788.0,18.8375484292,mix_val
LAPATINIB,ABT-888,LOVO,15.5448762882,2,907790.0,15.5448762882,test_dc
LAPATINIB,ABT-888,LOVO,15.5448762882,2,907790.0,15.5448762882,blind_cell_test
LAPATINIB,ABT-888,MDAMB436,4.5413510558,2,1240172.0,4.5413510558,test_dc
LAPATINIB,ABT-888,MDAMB436,4.5413510558,2,1240172.0,4.5413510558,blind_cell_val
LAPATINIB,ABT-888,MSTO,47.3166670185,2,908152.0,47.3166670185,train_dc
LAPATINIB,ABT-888,NCIH1650,-5.2018969627,2,687800.0,-5.2018969627,train_dc
LAPATINIB,ABT-888,NCIH2122,-4.8847177606,2,722046.0,-4.8847177606,train_dc
LAPATINIB,ABT-888,NCIH23,4.8995940495,2,905942.0,4.8995940495,test_dc
LAPATINIB,ABT-888,NCIH23,4.8995940495,2,905942.0,4.8995940495,blind_cell_test
LAPATINIB,ABT-888,NCI-H460,-10.785569922,2,905943.0,-10.785569922,test_dc
LAPATINIB,ABT-888,NCI-H460,-10.785569922,2,905943.0,-10.785569922,blind_cell_val
LAPATINIB,ABT-888,NCIH520,-5.8783986365,2,908443.0,-5.8783986365,train_dc
LAPATINIB,ABT-888,OCUBM,-6.9783284963,2,909256.0,-6.9783284963,test_dc
LAPATINIB,ABT-888,OCUBM,-6.9783284963,2,909256.0,-6.9783284963,blind_cell_test
LAPATINIB,ABT-888,OV90,-13.1617272068,2,1240197.0,-13.1617272068,train_dc
LAPATINIB,ABT-888,OVCAR3,-0.0128391956,2,905933.0,-0.0128391956,test_dc
LAPATINIB,ABT-888,OVCAR3,-0.0128391956,2,905933.0,-0.0128391956,mix_test
LAPATINIB,ABT-888,PA1,16.0396075564,2,909255.0,16.0396075564,test_dc
LAPATINIB,ABT-888,PA1,16.0396075564,2,909255.0,16.0396075564,blind_cell_test
LAPATINIB,ABT-888,RKO,-4.0942634269,2,909698.0,-4.0942634269,train_dc
LAPATINIB,ABT-888,RPMI7951,-10.3764407844,2,910903.0,-10.3764407844,train_dc
LAPATINIB,ABT-888,SKMEL30,-9.090825843,2,909726.0,-9.090825843,train_dc
LAPATINIB,ABT-888,SKMES1,-2.8740037653,2,909728.0,-2.8740037653,train_dc
LAPATINIB,ABT-888,SK-OV-3,0.9194403497,2,905959.0,0.9194403497,train_dc
LAPATINIB,ABT-888,SW-620,-9.0000711122,2,905962.0,-9.0000711122,val_dc
LAPATINIB,ABT-888,SW-620,-9.0000711122,2,905962.0,-9.0000711122,blind_cell_test
LAPATINIB,ABT-888,SW837,-8.3420021677,2,909755.0,-8.3420021677,train_dc
LAPATINIB,ABT-888,T-47D,2.4950235276,2,905945.0,2.4950235276,train_dc
LAPATINIB,ABT-888,UACC62,0.8460353394,2,905976.0,0.8460353394,train_dc
LAPATINIB,ABT-888,UWB1289BRCA1,3.2146661755,2,,,
LAPATINIB,ABT-888,UWB1289,7.0984991226,2,1480374.0,7.0984991226,test_dc
LAPATINIB,ABT-888,UWB1289,7.0984991226,2,1480374.0,7.0984991226,mix_val
LAPATINIB,ABT-888,VCAP,-10.6611485097,2,1299075.0,-10.6611485097,train_dc
LAPATINIB,ABT-888,ZR751,7.7593649049,2,,,
LAPATINIB,BEZ-235,A2058,34.8835732671,4,906792.0,34.8835732671,test_dc
LAPATINIB,BEZ-235,A2058,34.8835732671,4,906792.0,34.8835732671,mix_test
LAPATINIB,BEZ-235,A2780,33.6539189411,4,906804.0,33.6539189411,train_dc
LAPATINIB,BEZ-235,A375,27.9067054426,4,906793.0,27.9067054426,train_dc
LAPATINIB,BEZ-235,A427,15.443555108,4,910851.0,15.443555108,train_dc
LAPATINIB,BEZ-235,CAOV3,38.0460623503,4,,,
LAPATINIB,BEZ-235,COLO320DM,18.8651889512,4,,,
LAPATINIB,BEZ-235,DLD1,39.6543515006,4,,,
LAPATINIB,BEZ-235,EFM192B,44.1140487258,4,,,
LAPATINIB,BEZ-235,ES2,10.906284528,4,1240128.0,10.906284528,train_dc
LAPATINIB,BEZ-235,HCT116,15.5044200952,4,905936.0,15.5044200952,train_dc
LAPATINIB,BEZ-235,HT144,19.934078391,4,907067.0,19.934078391,train_dc
LAPATINIB,BEZ-235,HT29,36.4027838697,4,,,
LAPATINIB,BEZ-235,KPL1,23.2642711894,4,,,
LAPATINIB,BEZ-235,LNCAP,89.9883949534,4,907788.0,89.9883949534,train_dc
LAPATINIB,BEZ-235,LOVO,48.306222343,4,907790.0,48.306222343,val_dc
LAPATINIB,BEZ-235,LOVO,48.306222343,4,907790.0,48.306222343,blind_cell_test
LAPATINIB,BEZ-235,MDAMB436,17.2313399784,4,1240172.0,17.2313399784,test_dc
LAPATINIB,BEZ-235,MDAMB436,17.2313399784,4,1240172.0,17.2313399784,blind_cell_test
LAPATINIB,BEZ-235,MSTO,-17.0755673888,4,908152.0,-17.0755673888,train_dc
LAPATINIB,BEZ-235,NCIH1650,31.9280192255,4,687800.0,31.9280192255,train_dc
LAPATINIB,BEZ-235,NCIH2122,52.1544619946,4,722046.0,52.1544619946,train_dc
LAPATINIB,BEZ-235,NCIH23,19.2198842399,4,905942.0,19.2198842399,test_dc
LAPATINIB,BEZ-235,NCIH23,19.2198842399,4,905942.0,19.2198842399,blind_cell_val
LAPATINIB,BEZ-235,NCI-H460,22.4473345673,4,905943.0,22.4473345673,val_dc
LAPATINIB,BEZ-235,NCI-H460,22.4473345673,4,905943.0,22.4473345673,blind_cell_val
LAPATINIB,BEZ-235,NCIH520,27.807560947,4,908443.0,27.807560947,train_dc
LAPATINIB,BEZ-235,OCUBM,31.6729372555,4,909256.0,31.6729372555,test_dc
LAPATINIB,BEZ-235,OCUBM,31.6729372555,4,909256.0,31.6729372555,blind_cell_test
LAPATINIB,BEZ-235,OV90,22.2995064695,4,1240197.0,22.2995064695,train_dc
LAPATINIB,BEZ-235,OVCAR3,34.2007550847,4,905933.0,34.2007550847,val_dc
LAPATINIB,BEZ-235,OVCAR3,34.2007550847,4,905933.0,34.2007550847,mix_test
LAPATINIB,BEZ-235,PA1,39.8970310061,4,909255.0,39.8970310061,val_dc
LAPATINIB,BEZ-235,PA1,39.8970310061,4,909255.0,39.8970310061,blind_cell_test
LAPATINIB,BEZ-235,RKO,21.8976616758,4,909698.0,21.8976616758,train_dc
LAPATINIB,BEZ-235,RPMI7951,20.4860065379,4,910903.0,20.4860065379,val_dc
LAPATINIB,BEZ-235,RPMI7951,20.4860065379,4,910903.0,20.4860065379,mix_test
LAPATINIB,BEZ-235,SKMEL30,26.986292931,4,909726.0,26.986292931,train_dc
LAPATINIB,BEZ-235,SKMES1,31.7455802895,4,909728.0,31.7455802895,train_dc
LAPATINIB,BEZ-235,SK-OV-3,34.7068493257,4,905959.0,34.7068493257,train_dc
LAPATINIB,BEZ-235,SW-620,10.6989449187,4,905962.0,10.6989449187,test_dc
LAPATINIB,BEZ-235,SW-620,10.6989449187,4,905962.0,10.6989449187,blind_cell_test
LAPATINIB,BEZ-235,SW837,63.1041334522,4,909755.0,63.1041334522,val_dc
LAPATINIB,BEZ-235,SW837,63.1041334522,4,909755.0,63.1041334522,mix_val
LAPATINIB,BEZ-235,T-47D,158.1723247425,4,905945.0,158.1723247425,train_dc
LAPATINIB,BEZ-235,UACC62,34.9934047563,4,905976.0,34.9934047563,train_dc
LAPATINIB,BEZ-235,UWB1289BRCA1,37.3743702863,4,,,
LAPATINIB,BEZ-235,UWB1289,37.695664489,4,1480374.0,37.695664489,train_dc
LAPATINIB,BEZ-235,VCAP,24.5207612525,4,1299075.0,24.5207612525,train_dc
LAPATINIB,BEZ-235,ZR751,41.2394380183,4,,,
LAPATINIB,BORTEZOMIB,A2058,14.5104381684,0,906792.0,14.5104381684,test_dc
LAPATINIB,BORTEZOMIB,A2058,14.5104381684,0,906792.0,14.5104381684,blind_drug_test
LAPATINIB,BORTEZOMIB,A2780,-12.1342103327,0,906804.0,-12.1342103327,val_dc
LAPATINIB,BORTEZOMIB,A2780,-12.1342103327,0,906804.0,-12.1342103327,blind_drug_val
LAPATINIB,BORTEZOMIB,A375,39.5912666644,0,906793.0,39.5912666644,test_dc
LAPATINIB,BORTEZOMIB,A375,39.5912666644,0,906793.0,39.5912666644,blind_drug_val
LAPATINIB,BORTEZOMIB,A427,-22.9263192996,0,910851.0,-22.9263192996,test_dc
LAPATINIB,BORTEZOMIB,A427,-22.9263192996,0,910851.0,-22.9263192996,blind_drug_test
LAPATINIB,BORTEZOMIB,CAOV3,-12.4389804497,0,,,
LAPATINIB,BORTEZOMIB,COLO320DM,-1.1535021793,0,,,
LAPATINIB,BORTEZOMIB,DLD1,28.2304322279,0,,,
LAPATINIB,BORTEZOMIB,EFM192B,-5.2877446293,0,,,
LAPATINIB,BORTEZOMIB,ES2,21.1714346131,0,1240128.0,21.1714346131,test_dc
LAPATINIB,BORTEZOMIB,ES2,21.1714346131,0,1240128.0,21.1714346131,blind_drug_test
LAPATINIB,BORTEZOMIB,HCT116,13.1031837753,0,905936.0,13.1031837753,test_dc
LAPATINIB,BORTEZOMIB,HCT116,13.1031837753,0,905936.0,13.1031837753,blind_drug_test
LAPATINIB,BORTEZOMIB,HT144,-3.6050103196,0,907067.0,-3.6050103196,val_dc
LAPATINIB,BORTEZOMIB,HT144,-3.6050103196,0,907067.0,-3.6050103196,blind_drug_val
LAPATINIB,BORTEZOMIB,HT29,-12.7862871553,0,,,
LAPATINIB,BORTEZOMIB,KPL1,8.9436504634,0,,,
LAPATINIB,BORTEZOMIB,LNCAP,16.4710768127,0,907788.0,16.4710768127,val_dc
LAPATINIB,BORTEZOMIB,LNCAP,16.4710768127,0,907788.0,16.4710768127,blind_drug_val
LAPATINIB,BORTEZOMIB,LOVO,18.2778858608,0,907790.0,18.2778858608,test_dc
LAPATINIB,BORTEZOMIB,LOVO,18.2778858608,0,907790.0,18.2778858608,blind_drug_test
LAPATINIB,BORTEZOMIB,MDAMB436,-5.4104376016,0,1240172.0,-5.4104376016,val_dc
LAPATINIB,BORTEZOMIB,MDAMB436,-5.4104376016,0,1240172.0,-5.4104376016,blind_drug_test
LAPATINIB,BORTEZOMIB,MSTO,87.4584929305,0,908152.0,87.4584929305,val_dc
LAPATINIB,BORTEZOMIB,MSTO,87.4584929305,0,908152.0,87.4584929305,blind_drug_test
LAPATINIB,BORTEZOMIB,NCIH1650,-8.6918379358,0,687800.0,-8.6918379358,test_dc
LAPATINIB,BORTEZOMIB,NCIH1650,-8.6918379358,0,687800.0,-8.6918379358,blind_drug_val
LAPATINIB,BORTEZOMIB,NCIH2122,7.9367832403,0,722046.0,7.9367832403,val_dc
LAPATINIB,BORTEZOMIB,NCIH2122,7.9367832403,0,722046.0,7.9367832403,blind_drug_test
LAPATINIB,BORTEZOMIB,NCIH23,0.8032909009,0,905942.0,0.8032909009,val_dc
LAPATINIB,BORTEZOMIB,NCIH23,0.8032909009,0,905942.0,0.8032909009,blind_drug_test
LAPATINIB,BORTEZOMIB,NCI-H460,25.6828902696,0,905943.0,25.6828902696,val_dc
LAPATINIB,BORTEZOMIB,NCI-H460,25.6828902696,0,905943.0,25.6828902696,blind_drug_test
LAPATINIB,BORTEZOMIB,NCIH520,-29.875708492,0,908443.0,-29.875708492,test_dc
LAPATINIB,BORTEZOMIB,NCIH520,-29.875708492,0,908443.0,-29.875708492,blind_drug_test
LAPATINIB,BORTEZOMIB,OCUBM,-6.2396159584,0,909256.0,-6.2396159584,val_dc
LAPATINIB,BORTEZOMIB,OCUBM,-6.2396159584,0,909256.0,-6.2396159584,blind_drug_test
LAPATINIB,BORTEZOMIB,OV90,-7.7101406297,0,1240197.0,-7.7101406297,test_dc
LAPATINIB,BORTEZOMIB,OV90,-7.7101406297,0,1240197.0,-7.7101406297,blind_drug_val
LAPATINIB,BORTEZOMIB,OVCAR3,-8.0798981759,0,905933.0,-8.0798981759,test_dc
LAPATINIB,BORTEZOMIB,OVCAR3,-8.0798981759,0,905933.0,-8.0798981759,blind_drug_val
LAPATINIB,BORTEZOMIB,PA1,2.3909704525,0,909255.0,2.3909704525,test_dc
LAPATINIB,BORTEZOMIB,PA1,2.3909704525,0,909255.0,2.3909704525,blind_drug_test
LAPATINIB,BORTEZOMIB,RKO,20.1011815228,0,909698.0,20.1011815228,test_dc
LAPATINIB,BORTEZOMIB,RKO,20.1011815228,0,909698.0,20.1011815228,blind_drug_test
LAPATINIB,BORTEZOMIB,RPMI7951,-6.2862973553,0,910903.0,-6.2862973553,val_dc
LAPATINIB,BORTEZOMIB,RPMI7951,-6.2862973553,0,910903.0,-6.2862973553,blind_drug_val
LAPATINIB,BORTEZOMIB,SKMEL30,6.5170210535,0,909726.0,6.5170210535,val_dc
LAPATINIB,BORTEZOMIB,SKMEL30,6.5170210535,0,909726.0,6.5170210535,blind_drug_test
LAPATINIB,BORTEZOMIB,SKMES1,-10.95308482,0,909728.0,-10.95308482,val_dc
LAPATINIB,BORTEZOMIB,SKMES1,-10.95308482,0,909728.0,-10.95308482,blind_drug_test
LAPATINIB,BORTEZOMIB,SK-OV-3,21.3964992457,0,905959.0,21.3964992457,test_dc
LAPATINIB,BORTEZOMIB,SK-OV-3,21.3964992457,0,905959.0,21.3964992457,blind_drug_test
LAPATINIB,BORTEZOMIB,SW-620,17.7038513171,0,905962.0,17.7038513171,test_dc
LAPATINIB,BORTEZOMIB,SW-620,17.7038513171,0,905962.0,17.7038513171,blind_drug_val
LAPATINIB,BORTEZOMIB,SW837,17.0236638302,0,909755.0,17.0236638302,val_dc
LAPATINIB,BORTEZOMIB,SW837,17.0236638302,0,909755.0,17.0236638302,blind_drug_test
LAPATINIB,BORTEZOMIB,T-47D,-31.4036584595,0,905945.0,-31.4036584595,test_dc
LAPATINIB,BORTEZOMIB,T-47D,-31.4036584595,0,905945.0,-31.4036584595,blind_drug_val
LAPATINIB,BORTEZOMIB,UACC62,-6.7207680941,0,905976.0,-6.7207680941,test_dc
LAPATINIB,BORTEZOMIB,UACC62,-6.7207680941,0,905976.0,-6.7207680941,blind_drug_test
LAPATINIB,BORTEZOMIB,UWB1289BRCA1,7.2507713186,0,,,
LAPATINIB,BORTEZOMIB,UWB1289,-27.7382260926,0,1480374.0,-27.7382260926,test_dc
LAPATINIB,BORTEZOMIB,UWB1289,-27.7382260926,0,1480374.0,-27.7382260926,blind_drug_test
LAPATINIB,BORTEZOMIB,VCAP,12.0987529367,0,1299075.0,12.0987529367,test_dc
LAPATINIB,BORTEZOMIB,VCAP,12.0987529367,0,1299075.0,12.0987529367,blind_drug_val
LAPATINIB,BORTEZOMIB,ZR751,16.208837106,0,,,
LAPATINIB,DASATINIB,A2058,53.5344245218,1,906792.0,53.5344245218,train_dc
LAPATINIB,DASATINIB,A2780,71.4014339255,1,906804.0,71.4014339255,train_dc
LAPATINIB,DASATINIB,A375,-13.9892056993,1,906793.0,-13.9892056993,train_dc
LAPATINIB,DASATINIB,A427,23.0666145972,1,910851.0,23.0666145972,train_dc
LAPATINIB,DASATINIB,CAOV3,32.0080232443,1,,,
LAPATINIB,DASATINIB,COLO320DM,1.7753663709,1,,,
LAPATINIB,DASATINIB,DLD1,66.0717803314,1,,,
LAPATINIB,DASATINIB,EFM192B,66.6254663125,1,,,
LAPATINIB,DASATINIB,ES2,-1.3742900194,1,1240128.0,-1.3742900194,train_dc
LAPATINIB,DASATINIB,HCT116,-31.3419992409,1,905936.0,-31.3419992409,train_dc
LAPATINIB,DASATINIB,HT144,-39.7218864093,1,907067.0,-39.7218864093,train_dc
LAPATINIB,DASATINIB,HT29,28.1288856172,1,,,
LAPATINIB,DASATINIB,KPL1,10.5648592388,1,,,
LAPATINIB,DASATINIB,LNCAP,6.3966062075,1,907788.0,6.3966062075,train_dc
LAPATINIB,DASATINIB,LOVO,56.4216242482,1,907790.0,56.4216242482,test_dc
LAPATINIB,DASATINIB,LOVO,56.4216242482,1,907790.0,56.4216242482,blind_cell_test
LAPATINIB,DASATINIB,MDAMB436,12.4148834622,1,1240172.0,12.4148834622,test_dc
LAPATINIB,DASATINIB,MDAMB436,12.4148834622,1,1240172.0,12.4148834622,blind_cell_test
LAPATINIB,DASATINIB,MSTO,61.3430239552,1,908152.0,61.3430239552,train_dc
LAPATINIB,DASATINIB,NCIH1650,65.8111539735,1,687800.0,65.8111539735,train_dc
LAPATINIB,DASATINIB,NCIH2122,-29.731672777,1,722046.0,-29.731672777,train_dc
LAPATINIB,DASATINIB,NCIH23,2.4947876652,1,905942.0,2.4947876652,val_dc
LAPATINIB,DASATINIB,NCIH23,2.4947876652,1,905942.0,2.4947876652,blind_cell_test
LAPATINIB,DASATINIB,NCI-H460,-15.6059656631,1,905943.0,-15.6059656631,test_dc
LAPATINIB,DASATINIB,NCI-H460,-15.6059656631,1,905943.0,-15.6059656631,blind_cell_val
LAPATINIB,DASATINIB,NCIH520,33.9336481674,1,908443.0,33.9336481674,train_dc
LAPATINIB,DASATINIB,OCUBM,64.1825569659,1,909256.0,64.1825569659,val_dc
LAPATINIB,DASATINIB,OCUBM,64.1825569659,1,909256.0,64.1825569659,blind_cell_test
LAPATINIB,DASATINIB,OV90,9.3619816436,1,1240197.0,9.3619816436,train_dc
LAPATINIB,DASATINIB,OVCAR3,86.9513373059,1,905933.0,86.9513373059,train_dc
LAPATINIB,DASATINIB,PA1,30.1705352981,1,909255.0,30.1705352981,test_dc
LAPATINIB,DASATINIB,PA1,30.1705352981,1,909255.0,30.1705352981,blind_cell_test
LAPATINIB,DASATINIB,RKO,5.4848191839,1,909698.0,5.4848191839,val_dc
LAPATINIB,DASATINIB,RKO,5.4848191839,1,909698.0,5.4848191839,mix_val
LAPATINIB,DASATINIB,RPMI7951,22.3908129916,1,910903.0,22.3908129916,train_dc
LAPATINIB,DASATINIB,SKMEL30,2.1655142066,1,909726.0,2.1655142066,train_dc
LAPATINIB,DASATINIB,SKMES1,63.1118570534,1,909728.0,63.1118570534,train_dc
LAPATINIB,DASATINIB,SK-OV-3,58.8621474771,1,905959.0,58.8621474771,train_dc
LAPATINIB,DASATINIB,SW-620,-1.5634713769,1,905962.0,-1.5634713769,val_dc
LAPATINIB,DASATINIB,SW-620,-1.5634713769,1,905962.0,-1.5634713769,blind_cell_test
LAPATINIB,DASATINIB,SW837,83.53453831,1,909755.0,83.53453831,train_dc
LAPATINIB,DASATINIB,T-47D,31.2412653806,1,905945.0,31.2412653806,train_dc
LAPATINIB,DASATINIB,UACC62,2.3488809815,1,905976.0,2.3488809815,train_dc
LAPATINIB,DASATINIB,UWB1289BRCA1,27.111438454,1,,,
LAPATINIB,DASATINIB,UWB1289,23.0738382633,1,1480374.0,23.0738382633,train_dc
LAPATINIB,DASATINIB,VCAP,15.6889917668,1,1299075.0,15.6889917668,train_dc
LAPATINIB,DASATINIB,ZR751,-34.4849186889,1,,,
LAPATINIB,DINACICLIB,A2058,12.2502026071,3,906792.0,12.2502026071,test_dc
LAPATINIB,DINACICLIB,A2058,12.2502026071,3,906792.0,12.2502026071,blind_drug_test
LAPATINIB,DINACICLIB,A2780,2.4540831526,3,906804.0,2.4540831526,val_dc
LAPATINIB,DINACICLIB,A2780,2.4540831526,3,906804.0,2.4540831526,blind_drug_val
LAPATINIB,DINACICLIB,A375,25.1835330848,3,906793.0,25.1835330848,test_dc
LAPATINIB,DINACICLIB,A375,25.1835330848,3,906793.0,25.1835330848,blind_drug_val
LAPATINIB,DINACICLIB,A427,-10.5860053702,3,910851.0,-10.5860053702,test_dc
LAPATINIB,DINACICLIB,A427,-10.5860053702,3,910851.0,-10.5860053702,blind_drug_test
LAPATINIB,DINACICLIB,CAOV3,16.408791203,3,,,
LAPATINIB,DINACICLIB,COLO320DM,42.4788353591,3,,,
LAPATINIB,DINACICLIB,DLD1,43.8706632244,3,,,
LAPATINIB,DINACICLIB,EFM192B,16.7982112383,3,,,
LAPATINIB,DINACICLIB,ES2,23.4115945802,3,1240128.0,23.4115945802,val_dc
LAPATINIB,DINACICLIB,ES2,23.4115945802,3,1240128.0,23.4115945802,blind_drug_test
LAPATINIB,DINACICLIB,HCT116,16.8412390636,3,905936.0,16.8412390636,test_dc
LAPATINIB,DINACICLIB,HCT116,16.8412390636,3,905936.0,16.8412390636,blind_drug_val
LAPATINIB,DINACICLIB,HT144,17.9827374953,3,907067.0,17.9827374953,val_dc
LAPATINIB,DINACICLIB,HT144,17.9827374953,3,907067.0,17.9827374953,blind_drug_test
LAPATINIB,DINACICLIB,HT29,8.8067787447,3,,,
LAPATINIB,DINACICLIB,KPL1,-2.3220875372,3,,,
LAPATINIB,DINACICLIB,LNCAP,41.4407129728,3,907788.0,41.4407129728,val_dc
LAPATINIB,DINACICLIB,LNCAP,41.4407129728,3,907788.0,41.4407129728,blind_drug_val
LAPATINIB,DINACICLIB,LOVO,24.107748595,3,907790.0,24.107748595,val_dc
LAPATINIB,DINACICLIB,LOVO,24.107748595,3,907790.0,24.107748595,blind_drug_val
LAPATINIB,DINACICLIB,MDAMB436,10.7729963649,3,1240172.0,10.7729963649,test_dc
LAPATINIB,DINACICLIB,MDAMB436,10.7729963649,3,1240172.0,10.7729963649,blind_drug_val
LAPATINIB,DINACICLIB,MSTO,21.2190296456,3,908152.0,21.2190296456,val_dc
LAPATINIB,DINACICLIB,MSTO,21.2190296456,3,908152.0,21.2190296456,blind_drug_test
LAPATINIB,DINACICLIB,NCIH1650,19.3868978521,3,687800.0,19.3868978521,test_dc
LAPATINIB,DINACICLIB,NCIH1650,19.3868978521,3,687800.0,19.3868978521,blind_drug_val
LAPATINIB,DINACICLIB,NCIH2122,19.0097329474,3,722046.0,19.0097329474,test_dc
LAPATINIB,DINACICLIB,NCIH2122,19.0097329474,3,722046.0,19.0097329474,blind_drug_val
LAPATINIB,DINACICLIB,NCIH23,23.2569817846,3,905942.0,23.2569817846,test_dc
LAPATINIB,DINACICLIB,NCIH23,23.2569817846,3,905942.0,23.2569817846,blind_drug_val
LAPATINIB,DINACICLIB,NCI-H460,27.2015729579,3,905943.0,27.2015729579,val_dc
LAPATINIB,DINACICLIB,NCI-H460,27.2015729579,3,905943.0,27.2015729579,blind_drug_val
LAPATINIB,DINACICLIB,NCIH520,4.4018342292,3,908443.0,4.4018342292,val_dc
LAPATINIB,DINACICLIB,NCIH520,4.4018342292,3,908443.0,4.4018342292,blind_drug_val
LAPATINIB,DINACICLIB,OCUBM,0.3434790764,3,909256.0,0.3434790764,test_dc
LAPATINIB,DINACICLIB,OCUBM,0.3434790764,3,909256.0,0.3434790764,blind_drug_test
LAPATINIB,DINACICLIB,OV90,-3.29071214,3,1240197.0,-3.29071214,test_dc
LAPATINIB,DINACICLIB,OV90,-3.29071214,3,1240197.0,-3.29071214,blind_drug_val
LAPATINIB,DINACICLIB,OVCAR3,28.5792455078,3,905933.0,28.5792455078,test_dc
LAPATINIB,DINACICLIB,OVCAR3,28.5792455078,3,905933.0,28.5792455078,blind_drug_val
LAPATINIB,DINACICLIB,PA1,5.1331865197,3,909255.0,5.1331865197,val_dc
LAPATINIB,DINACICLIB,PA1,5.1331865197,3,909255.0,5.1331865197,blind_drug_val
LAPATINIB,DINACICLIB,RKO,5.3423114476,3,909698.0,5.3423114476,test_dc
LAPATINIB,DINACICLIB,RKO,5.3423114476,3,909698.0,5.3423114476,blind_drug_val
LAPATINIB,DINACICLIB,RPMI7951,24.7612978906,3,910903.0,24.7612978906,val_dc
LAPATINIB,DINACICLIB,RPMI7951,24.7612978906,3,910903.0,24.7612978906,blind_drug_test
LAPATINIB,DINACICLIB,SKMEL30,1.0912730954,3,909726.0,1.0912730954,val_dc
LAPATINIB,DINACICLIB,SKMEL30,1.0912730954,3,909726.0,1.0912730954,blind_drug_val
LAPATINIB,DINACICLIB,SKMES1,6.6133777227,3,909728.0,6.6133777227,val_dc
