Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
AZD1775,SN-38,VCAP,1299075,8.0156998926,urogenital_system,8.0157,13.584127,5.568427
MK-8776,METFORMIN,NCIH1650,687800,4.3115438047,lung,4.311544,-1.2582272,5.5697713
AZD1775,SUNITINIB,MSTO,908152,-5.4952716967,lung,-5.4952717,0.07659957,5.5718713
MK-4827,SN-38,LOVO,907790,6.5890423086,digestive_system,6.589042,1.0148399,5.5742025
CYCLOPHOSPHAMIDE,MK-4541,HCT116,905936,2.8509275995,digestive_system,2.8509276,8.436505,5.585578
MK-4541,ABT-888,RPMI7951,910903,-8.3281301309,skin,-8.32813,-13.91386,5.5857306
MK-2206,MK-8669,HCT116,905936,16.6360099529,digestive_system,16.63601,22.22411,5.5881004
MK-5108,DEXAMETHASONE,RKO,909698,12.598329821,digestive_system,12.59833,18.187813,5.5894833
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH520,908443,12.4423471762,lung,12.442348,6.849713,5.5926347
MK-8669,LAPATINIB,LNCAP,907788,9.7278083108,urogenital_system,9.727808,4.1332645,5.5945435
MK-4541,TOPOTECAN,NCIH23,905942,11.5815041779,lung,11.581504,5.985544,5.5959597
MITOMYCINE,MK-5108,VCAP,1299075,3.5343229083,urogenital_system,3.534323,-2.0644212,5.5987444
METFORMIN,BEZ-235,OCUBM,909256,18.8572559256,breast,18.857256,13.2548485,5.6024075
MK-2206,CYCLOPHOSPHAMIDE,OV90,1240197,14.6817667705,urogenital_system,14.6817665,9.07897,5.6027966
AZD1775,ETOPOSIDE,MDAMB436,1240172,19.6026716455,breast,19.602673,13.999515,5.603158
ZOLINZA,BEZ-235,UACC62,905976,8.8054804546,skin,8.80548,14.410799,5.605319
ETOPOSIDE,BEZ-235,OCUBM,909256,1.8115776636,breast,1.8115777,7.4189467,5.607369
DINACICLIB,GEMCITABINE,A2058,906792,-1.9476444593,skin,-1.9476445,-7.5582995,5.610655
CARBOPLATIN,BEZ-235,SKMES1,909728,19.2953758415,lung,19.295376,24.90968,5.6143036
ABT-888,DASATINIB,VCAP,1299075,6.7525790552,urogenital_system,6.752579,1.1336871,5.618892
MK-8669,DASATINIB,SK-OV-3,905959,28.797421563,urogenital_system,28.797422,34.417553,5.6201305
METHOTREXATE,ERLOTINIB,VCAP,1299075,10.6771215212,urogenital_system,10.677121,5.0529375,5.6241837
MRK-003,PD325901,SK-OV-3,905959,10.4396689154,urogenital_system,10.439669,16.06792,5.628252
VINBLASTINE,DINACICLIB,SK-OV-3,905959,-21.1241976211,urogenital_system,-21.124197,-15.495682,5.6285152
L778123,MK-2206,UACC62,905976,21.6395427247,skin,21.639544,16.010113,5.629431
MK-5108,METFORMIN,RPMI7951,910903,2.9889242467,skin,2.9889243,-2.6405573,5.6294813
ERLOTINIB,SUNITINIB,SKMES1,909728,22.526868294,lung,22.526869,16.897099,5.6297703
MK-5108,MK-8776,NCIH2122,722046,-17.1136357508,lung,-17.113636,-22.748363,5.6347275
ERLOTINIB,PD325901,NCIH1650,687800,11.7579825457,lung,11.757982,6.121565,5.6364174
SN-38,TEMOZOLOMIDE,A2058,906792,8.482931463,skin,8.482931,2.8396132,5.643318
TOPOTECAN,MK-8669,NCIH1650,687800,26.4453295766,lung,26.44533,20.80006,5.6452694
DINACICLIB,BORTEZOMIB,MSTO,908152,-10.3737405161,lung,-10.37374,-4.7271266,5.6466136
MRK-003,MK-4827,NCIH1650,687800,4.0474551494,lung,4.0474553,9.698035,5.65058
AZD1775,VINORELBINE,NCIH520,908443,4.9748200757,lung,4.97482,-0.6763875,5.6512074
BORTEZOMIB,METHOTREXATE,A375,906793,-16.8954985307,skin,-16.895498,-22.548573,5.6530743
BEZ-235,MK-4827,HCT116,905936,13.6970751099,digestive_system,13.697075,19.36752,5.6704445
SUNITINIB,AZD1775,HCT116,905936,0.3681454106,digestive_system,0.3681454,6.039051,5.6709056
5-FU,MRK-003,LNCAP,907788,-8.4207176051,urogenital_system,-8.420717,-2.748779,5.671938
DINACICLIB,GELDANAMYCIN,SK-OV-3,905959,-22.8086882494,urogenital_system,-22.80869,-17.131874,5.676815
MK-8776,LAPATINIB,RKO,909698,5.9333536212,digestive_system,5.9333534,11.613642,5.6802883
ZOLINZA,GELDANAMYCIN,A2058,906792,-6.8355048076,skin,-6.835505,-12.518063,5.6825576
MK-5108,METFORMIN,LOVO,907790,-8.19848652,digestive_system,-8.198486,-2.5114245,5.687062
GEMCITABINE,MK-4827,SW837,909755,1.1594911507,digestive_system,1.1594912,6.8467126,5.6872215
SORAFENIB,METFORMIN,MDAMB436,1240172,4.1117168743,breast,4.1117167,9.804393,5.692676
MITOMYCINE,BEZ-235,UWB1289,1480374,10.3470478478,urogenital_system,10.347048,16.040312,5.693264
PACLITAXEL,PD325901,RKO,909698,24.7444059279,digestive_system,24.744406,19.04953,5.6948757
GELDANAMYCIN,5-FU,NCIH1650,687800,-6.7522693832,lung,-6.7522693,-1.0573534,5.694916
TOPOTECAN,GELDANAMYCIN,OCUBM,909256,1.341547567,breast,1.3415476,7.05326,5.7117124
BEZ-235,GEMCITABINE,NCIH520,908443,6.1064648216,lung,6.106465,11.818565,5.7121005
GELDANAMYCIN,OXALIPLATIN,OCUBM,909256,4.4587389321,breast,4.458739,10.172325,5.7135863
DASATINIB,DEXAMETHASONE,SKMEL30,909726,-15.5409231049,skin,-15.540923,-21.255814,5.7148905
BORTEZOMIB,MITOMYCINE,SKMEL30,909726,-10.750570552,skin,-10.75057,-5.034943,5.715627
BEZ-235,LAPATINIB,SW837,909755,63.1041334522,digestive_system,63.104134,57.38723,5.7169037
BORTEZOMIB,METFORMIN,RKO,909698,-19.692984828,digestive_system,-19.692986,-13.973504,5.7194815
ABT-888,DOXORUBICIN,OV90,1240197,-6.7078020181,urogenital_system,-6.707802,-12.4276285,5.7198267
MK-5108,PD325901,UACC62,905976,-2.5577719523,skin,-2.557772,3.1621037,5.7198753
L778123,CYCLOPHOSPHAMIDE,UWB1289,1480374,4.8489421961,urogenital_system,4.8489423,10.569072,5.7201295
LAPATINIB,L778123,SKMEL30,909726,19.8794770517,skin,19.879477,14.156901,5.722575
DOXORUBICIN,LAPATINIB,VCAP,1299075,9.9759582683,urogenital_system,9.975958,15.70109,5.725132
PACLITAXEL,GELDANAMYCIN,MSTO,908152,1.910998236,lung,1.9109982,-3.814344,5.7253423
ERLOTINIB,L778123,A375,906793,24.8205108131,skin,24.82051,19.092426,5.7280846
ZOLINZA,ETOPOSIDE,HCT116,905936,-17.3737922272,digestive_system,-17.373793,-11.642089,5.7317038
MK-4827,BORTEZOMIB,SK-OV-3,905959,3.528174616,urogenital_system,3.5281746,-2.2046409,5.7328157
5-FU,SUNITINIB,T-47D,905945,8.9411543323,breast,8.9411545,3.2076373,5.733517
DEXAMETHASONE,MK-4541,NCIH520,908443,3.7347752821,lung,3.7347753,9.472778,5.738003
TEMOZOLOMIDE,MK-4541,A2058,906792,3.3124111723,skin,3.312411,9.053724,5.741313
MK-2206,DINACICLIB,NCIH520,908443,5.8856771901,lung,5.8856773,11.627296,5.741619
MK-8776,TEMOZOLOMIDE,OCUBM,909256,16.1048087123,breast,16.104809,10.358815,5.7459936
SORAFENIB,ABT-888,UACC62,905976,17.279905933,skin,17.279905,11.533828,5.7460775
MK-8669,CARBOPLATIN,A375,906793,27.2673244026,skin,27.267324,21.520771,5.7465534
DEXAMETHASONE,TEMOZOLOMIDE,NCIH520,908443,-7.7098119958,lung,-7.709812,-1.9611244,5.7486877
MK-5108,DOXORUBICIN,SW837,909755,-7.5141997359,digestive_system,-7.5141997,-1.765469,5.7487307
LAPATINIB,DOXORUBICIN,VCAP,1299075,9.9759582683,urogenital_system,9.975958,15.7299185,5.7539606
DINACICLIB,ERLOTINIB,NCIH2122,722046,20.2544563895,lung,20.254456,14.498837,5.755618
PD325901,METFORMIN,NCIH23,905942,-12.9123521524,lung,-12.912353,-7.152731,5.7596216
ZOLINZA,AZD1775,UACC62,905976,14.1774660652,skin,14.177466,8.413602,5.7638645
TEMOZOLOMIDE,5-FU,NCIH520,908443,2.0155138901,lung,2.015514,-3.7506394,5.7661533
BEZ-235,MK-8776,MSTO,908152,23.4758069121,lung,23.475807,17.707775,5.768032
OXALIPLATIN,GELDANAMYCIN,NCIH520,908443,-0.4557787068,lung,-0.45577872,-6.224748,5.7689695
MITOMYCINE,MK-2206,NCIH1650,687800,12.3288085451,lung,12.328809,18.098846,5.7700377
TOPOTECAN,ERLOTINIB,UACC62,905976,23.2436802246,skin,23.243681,17.471699,5.771982
5-FU,SORAFENIB,MSTO,908152,-13.5035138437,lung,-13.503514,-7.730205,5.773309
5-FU,MK-4541,UWB1289,1480374,-0.418224139,urogenital_system,-0.41822413,5.356238,5.774462
5-FU,BORTEZOMIB,RPMI7951,910903,-10.4794143941,skin,-10.479414,-4.6904664,5.7889476
5-FU,SORAFENIB,VCAP,1299075,1.4443077439,urogenital_system,1.4443077,7.2359324,5.7916245
MK-2206,BORTEZOMIB,RKO,909698,15.0390326161,digestive_system,15.039033,9.243274,5.795759
AZD1775,ZOLINZA,OV90,1240197,-5.0339591301,urogenital_system,-5.033959,0.76211554,5.7960744
ZOLINZA,METFORMIN,OVCAR3,905933,15.6252635591,urogenital_system,15.625263,9.829048,5.796215
ABT-888,BORTEZOMIB,MDAMB436,1240172,2.8414276479,breast,2.8414276,8.638438,5.7970104
AZD1775,SUNITINIB,RPMI7951,910903,0.8162103476,skin,0.8162103,-4.9878554,5.8040657
DINACICLIB,MK-4827,MSTO,908152,-2.5557381455,lung,-2.5557382,-8.361459,5.8057203
MK-2206,PD325901,MDAMB436,1240172,11.6501568861,breast,11.650157,17.456463,5.806306
MK-5108,SORAFENIB,MDAMB436,1240172,4.8704477584,breast,4.8704476,-0.9360798,5.8065276
MK-5108,MK-2206,OCUBM,909256,0.8698310175,breast,0.869831,6.678799,5.808968
MK-4827,PD325901,T-47D,905945,-8.5397661653,breast,-8.539766,-2.7253902,5.814376
SUNITINIB,DASATINIB,NCIH1650,687800,26.830331637,lung,26.830332,21.014576,5.815756
MK-5108,CYCLOPHOSPHAMIDE,SKMES1,909728,2.0794680424,lung,2.079468,7.8958917,5.8164234
ABT-888,MK-5108,NCIH1650,687800,-0.7652991046,lung,-0.7652991,5.0535855,5.818885
PACLITAXEL,SUNITINIB,HT144,907067,11.3272419473,skin,11.327242,5.496063,5.8311787
MK-4827,PACLITAXEL,MSTO,908152,-6.4356381393,lung,-6.435638,-0.6029713,5.8326664
GELDANAMYCIN,GEMCITABINE,OV90,1240197,-1.2397136102,urogenital_system,-1.2397137,-7.0731926,5.833479
ERLOTINIB,DOXORUBICIN,SKMES1,909728,-7.5893902304,lung,-7.5893903,-1.7539966,5.835394
MK-4827,L778123,NCIH2122,722046,17.0352780985,lung,17.035278,11.199036,5.8362427
DEXAMETHASONE,MK-5108,OV90,1240197,1.3742707068,urogenital_system,1.3742707,-4.4653325,5.8396034
AZD1775,MRK-003,RPMI7951,910903,18.2418487793,skin,18.241848,12.401112,5.8407364
DOXORUBICIN,MK-4827,RPMI7951,910903,-9.422881614,skin,-9.422882,-3.5818634,5.8410187
PACLITAXEL,MK-5108,VCAP,1299075,13.595371502,urogenital_system,13.595371,7.75084,5.844531
SN-38,MK-5108,NCIH23,905942,11.8908155494,lung,11.890816,6.044124,5.8466916
LAPATINIB,DINACICLIB,T-47D,905945,-4.3584565945,breast,-4.3584566,-10.2098875,5.851431
SUNITINIB,CYCLOPHOSPHAMIDE,SKMEL30,909726,1.3897223877,skin,1.3897223,7.2424474,5.852725
ABT-888,TOPOTECAN,T-47D,905945,10.2752313972,breast,10.275231,4.4220543,5.853177
TEMOZOLOMIDE,METHOTREXATE,MDAMB436,1240172,-7.2367248051,breast,-7.236725,-13.091791,5.8550663
MK-4541,ETOPOSIDE,VCAP,1299075,47.612844831,urogenital_system,47.612846,41.755516,5.8573303
LAPATINIB,DEXAMETHASONE,NCIH23,905942,5.8710821113,lung,5.8710823,0.010662466,5.8604198
TEMOZOLOMIDE,METFORMIN,HT144,907067,-10.4209689649,skin,-10.420969,-4.5589776,5.8619914
METHOTREXATE,MK-4541,SKMEL30,909726,3.6350352142,skin,3.6350353,-2.2292461,5.8642817
VINORELBINE,MK-8776,SK-OV-3,905959,10.6348692014,urogenital_system,10.63487,4.769238,5.8656316
MK-4541,TOPOTECAN,OCUBM,909256,-2.6781876196,breast,-2.6781876,3.1910152,5.8692026
MK-4541,SORAFENIB,NCIH520,908443,15.5597392319,lung,15.559739,9.681867,5.8778725
MK-2206,MRK-003,OV90,1240197,23.1434504518,urogenital_system,23.14345,17.264637,5.878813
VINBLASTINE,MK-4541,RPMI7951,910903,-18.4971530336,skin,-18.497152,-12.617622,5.87953
MK-2206,CYCLOPHOSPHAMIDE,MSTO,908152,11.8825645413,lung,11.882565,6.0019846,5.88058
CARBOPLATIN,MRK-003,SKMES1,909728,-3.2223623046,lung,-3.2223623,2.6659348,5.888297
MK-4541,MK-2206,HT144,907067,6.0013066795,skin,6.0013065,0.10971558,5.891591
BORTEZOMIB,TOPOTECAN,OV90,1240197,-12.2042724832,urogenital_system,-12.204272,-6.3110213,5.893251
MK-4827,OXALIPLATIN,SKMES1,909728,-5.8963232641,lung,-5.896323,-11.790623,5.8942995
SUNITINIB,L778123,A2058,906792,21.0205887367,skin,21.020588,15.125473,5.895115
AZD1775,BEZ-235,OV90,1240197,15.8839717032,urogenital_system,15.883972,21.78064,5.8966675
MITOMYCINE,SUNITINIB,OVCAR3,905933,-0.2544648331,urogenital_system,-0.25446483,5.642416,5.8968806
GELDANAMYCIN,L778123,MDAMB436,1240172,18.2999161565,breast,18.299915,12.399138,5.900777
ZOLINZA,MRK-003,NCIH520,908443,-6.4441705879,lung,-6.4441705,-0.53757876,5.906592
MRK-003,CARBOPLATIN,VCAP,1299075,7.3836524763,urogenital_system,7.3836527,13.296267,5.912614
TEMOZOLOMIDE,5-FU,RPMI7951,910903,0.4705453494,skin,0.47054535,-5.444851,5.915396
TEMOZOLOMIDE,DEXAMETHASONE,RKO,909698,7.3654298866,digestive_system,7.36543,1.4461659,5.919264
MK-4827,VINORELBINE,NCIH2122,722046,-13.4147057532,lung,-13.414705,-19.334118,5.9194126
SUNITINIB,AZD1775,T-47D,905945,9.3181089251,breast,9.318109,3.396813,5.9212956
L778123,GELDANAMYCIN,HCT116,905936,23.558919388,digestive_system,23.55892,17.636177,5.922743
OXALIPLATIN,MK-8669,SW837,909755,6.6401394803,digestive_system,6.6401396,0.7102535,5.929886
GELDANAMYCIN,PD325901,HCT116,905936,19.8168271959,digestive_system,19.816828,25.751678,5.9348507
MRK-003,5-FU,LNCAP,907788,-8.4207176051,urogenital_system,-8.420717,-2.481664,5.9390535
ERLOTINIB,SUNITINIB,RKO,909698,9.8945514421,digestive_system,9.894551,3.9520707,5.9424806
MK-2206,METHOTREXATE,HT144,907067,12.3935300804,skin,12.39353,6.440497,5.953033
OXALIPLATIN,PD325901,SKMEL30,909726,-13.1345583331,skin,-13.134559,-7.170377,5.964182
MITOMYCINE,SUNITINIB,LOVO,907790,0.4094067594,digestive_system,0.40940675,6.376816,5.967409
TEMOZOLOMIDE,ETOPOSIDE,VCAP,1299075,1.7045869205,urogenital_system,1.7045869,-4.266427,5.971014
BEZ-235,MK-4827,NCIH520,908443,13.2667361593,lung,13.266736,19.24139,5.974654
MK-8776,GEMCITABINE,UWB1289,1480374,7.2019058081,urogenital_system,7.2019057,13.182928,5.9810224
CARBOPLATIN,BORTEZOMIB,RPMI7951,910903,-20.3694174265,skin,-20.369417,-14.387033,5.9823837
METHOTREXATE,MK-2206,OVCAR3,905933,-37.9131229507,urogenital_system,-37.913124,-31.928574,5.9845505
MK-4827,AZD1775,NCIH1650,687800,22.48071637,lung,22.480717,16.494705,5.9860115
AZD1775,MK-2206,HCT116,905936,12.6973664228,digestive_system,12.697367,6.703423,5.9939437
L778123,GELDANAMYCIN,OVCAR3,905933,-22.3225805011,urogenital_system,-22.32258,-16.327888,5.994692
CYCLOPHOSPHAMIDE,GELDANAMYCIN,MDAMB436,1240172,11.7816040637,breast,11.781604,5.783329,5.998275
BORTEZOMIB,AZD1775,HT144,907067,-1.6175545058,skin,-1.6175545,-7.6169167,5.999362
MK-5108,SUNITINIB,NCIH23,905942,-7.5210247769,lung,-7.5210247,-1.5200349,6.00099
MK-4541,MK-4827,NCIH23,905942,-0.112574712,lung,-0.11257471,5.8891134,6.001688
METHOTREXATE,ZOLINZA,UACC62,905976,-10.5581453422,skin,-10.5581455,-4.5559998,6.002146
TOPOTECAN,DINACICLIB,RKO,909698,0.3211472004,digestive_system,0.3211472,-5.682417,6.003564
5-FU,AZD1775,OVCAR3,905933,12.2336919622,urogenital_system,12.233692,6.2279663,6.005726
SN-38,MK-8776,HT144,907067,10.1496854823,skin,10.149686,4.143807,6.005879
MK-5108,AZD1775,A375,906793,2.5989300632,skin,2.5989301,8.61037,6.0114393
L778123,MK-5108,SK-OV-3,905959,16.0940686893,urogenital_system,16.094069,10.07635,6.0177183
AZD1775,MRK-003,OV90,1240197,-4.6370700468,urogenital_system,-4.63707,1.3812284,6.0182986
METFORMIN,MRK-003,NCIH520,908443,3.6286245518,lung,3.6286244,-2.391217,6.019841
CARBOPLATIN,MK-5108,LNCAP,907788,-39.2529990156,urogenital_system,-39.253,-33.226227,6.0267715
VINBLASTINE,MK-4827,VCAP,1299075,16.417537322,urogenital_system,16.417538,10.387485,6.030053
MK-2206,CARBOPLATIN,UWB1289,1480374,5.6230352709,urogenital_system,5.6230354,-0.4111781,6.0342135
DINACICLIB,ERLOTINIB,A2058,906792,0.840527497,skin,0.8405275,6.8819213,6.0413938
ETOPOSIDE,BORTEZOMIB,HCT116,905936,-8.868555969,digestive_system,-8.868556,-2.8233368,6.0452194
CARBOPLATIN,TEMOZOLOMIDE,OCUBM,909256,-10.9671358965,breast,-10.967135,-17.017784,6.0506487
GELDANAMYCIN,CARBOPLATIN,NCIH23,905942,-14.8404843468,lung,-14.840485,-8.781273,6.0592117
PD325901,METFORMIN,OV90,1240197,-9.6238078679,urogenital_system,-9.623808,-3.5617788,6.062029
MK-8669,MK-8776,MSTO,908152,28.5792449283,lung,28.579245,22.513046,6.0661983
MK-2206,MITOMYCINE,OVCAR3,905933,10.4939543222,urogenital_system,10.493955,4.427681,6.0662737
BORTEZOMIB,AZD1775,SW837,909755,5.2813449403,digestive_system,5.281345,-0.7905973,6.0719423
SUNITINIB,AZD1775,OCUBM,909256,0.0407201755,breast,0.040720176,6.1131153,6.0723953
5-FU,ABT-888,RPMI7951,910903,-2.1732219296,skin,-2.1732218,3.89945,6.072672
ABT-888,ERLOTINIB,LOVO,907790,0.8592024837,digestive_system,0.8592025,6.9329543,6.073752
BORTEZOMIB,PD325901,MDAMB436,1240172,-3.2507008256,breast,-3.2507007,2.8301203,6.080821
ABT-888,MK-5108,NCIH520,908443,-4.4146568474,lung,-4.4146566,1.6716452,6.086302
METFORMIN,DINACICLIB,VCAP,1299075,2.4641633828,urogenital_system,2.4641633,8.554577,6.0904136
SUNITINIB,MK-8776,UACC62,905976,18.8422030962,skin,18.842203,12.750781,6.091422
MK-8669,CYCLOPHOSPHAMIDE,NCIH2122,722046,14.0877326732,lung,14.087732,7.995507,6.0922256
VINORELBINE,BEZ-235,LOVO,907790,14.9718237044,digestive_system,14.971824,21.064304,6.0924807
MK-8776,MK-5108,HCT116,905936,8.6720980913,digestive_system,8.672098,2.5780892,6.094009
VINORELBINE,MK-8669,HT144,907067,11.8433010192,skin,11.843301,17.940903,6.097602
PD325901,ERLOTINIB,NCIH1650,687800,11.7579825457,lung,11.757982,5.6598787,6.0981035
SUNITINIB,GELDANAMYCIN,LNCAP,907788,4.625067597,urogenital_system,4.6250677,-1.4741683,6.099236
MK-5108,MITOMYCINE,SKMES1,909728,-20.6748702211,lung,-20.67487,-26.776134,6.101265
ZOLINZA,AZD1775,OV90,1240197,-5.0339591301,urogenital_system,-5.033959,1.0678823,6.101841
MK-2206,BEZ-235,NCIH2122,722046,52.4591130773,lung,52.459114,46.347466,6.1116486
MK-4541,MRK-003,OCUBM,909256,4.5668662322,breast,4.5668664,10.679207,6.1123405
L778123,ETOPOSIDE,HCT116,905936,-2.5129995503,digestive_system,-2.5129995,3.5994363,6.112436
DOXORUBICIN,BEZ-235,A2058,906792,2.5594016488,skin,2.5594018,8.672576,6.1131744
MITOMYCINE,MK-5108,HCT116,905936,-0.3492838657,digestive_system,-0.34928387,5.76393,6.1132135
METFORMIN,MRK-003,NCIH1650,687800,8.3143138847,lung,8.314314,2.1988413,6.115473
SUNITINIB,VINORELBINE,A2058,906792,-13.1617410674,skin,-13.161741,-7.0460634,6.115678
CARBOPLATIN,ABT-888,HT144,907067,6.3997247103,skin,6.3997245,0.27891555,6.120809
LAPATINIB,ERLOTINIB,UACC62,905976,10.5990923935,skin,10.5990925,16.72459,6.125498
TOPOTECAN,BEZ-235,NCIH2122,722046,18.3402793062,lung,18.340279,12.211483,6.1287956
SN-38,ERLOTINIB,MDAMB436,1240172,23.5756500761,breast,23.57565,17.444172,6.1314774
ETOPOSIDE,L778123,LOVO,907790,6.9462666199,digestive_system,6.9462667,0.8095106,6.136756
DINACICLIB,BORTEZOMIB,UACC62,905976,-20.943677582,skin,-20.943678,-14.804191,6.1394873
CYCLOPHOSPHAMIDE,GELDANAMYCIN,OCUBM,909256,10.5092421499,breast,10.509242,16.654083,6.144841
DEXAMETHASONE,TEMOZOLOMIDE,RKO,909698,7.3654298866,digestive_system,7.36543,1.2194216,6.1460085
OXALIPLATIN,GELDANAMYCIN,HT144,907067,-10.3325213109,skin,-10.332521,-4.186409,6.1461124
DASATINIB,BORTEZOMIB,MDAMB436,1240172,9.4520600789,breast,9.45206,3.3003247,6.1517353
SUNITINIB,MRK-003,A2058,906792,15.922172507,skin,15.922173,9.770143,6.15203
TEMOZOLOMIDE,DEXAMETHASONE,OV90,1240197,-9.6031888102,urogenital_system,-9.6031885,-3.4503126,6.152876
MK-8776,DEXAMETHASONE,HT144,907067,5.7934706085,skin,5.7934704,-0.3626836,6.156154
CYCLOPHOSPHAMIDE,AZD1775,RKO,909698,4.4787374533,digestive_system,4.4787374,10.635123,6.156386
ERLOTINIB,MRK-003,RKO,909698,-3.4338905474,digestive_system,-3.4338906,2.7239976,6.1578884
CARBOPLATIN,TEMOZOLOMIDE,OVCAR3,905933,-21.7482679012,urogenital_system,-21.748268,-15.5865555,6.1617126
ERLOTINIB,CYCLOPHOSPHAMIDE,MDAMB436,1240172,-5.4105056742,breast,-5.410506,0.751818,6.162324
LAPATINIB,METFORMIN,RKO,909698,-3.25865034,digestive_system,-3.2586503,2.9166977,6.1753483
BEZ-235,CARBOPLATIN,NCIH520,908443,27.2399196763,lung,27.23992,21.056358,6.1835613
5-FU,L778123,NCIH23,905942,4.785807361,lung,4.785807,-1.3981395,6.1839466
PD325901,SN-38,NCIH1650,687800,0.1854662136,lung,0.18546622,6.3719754,6.186509
SUNITINIB,DASATINIB,UWB1289,1480374,1.8433054087,urogenital_system,1.8433053,8.035383,6.1920776
METFORMIN,MK-5108,VCAP,1299075,10.5145838518,urogenital_system,10.514584,4.321971,6.1926126
METHOTREXATE,AZD1775,SKMEL30,909726,-9.6947975107,skin,-9.6947975,-3.4994388,6.1953588
5-FU,MK-4541,OV90,1240197,-8.9972669175,urogenital_system,-8.997267,-2.8001842,6.1970825
ERLOTINIB,ABT-888,LOVO,907790,0.8592024837,digestive_system,0.8592025,7.065164,6.2059617
ZOLINZA,SORAFENIB,UACC62,905976,-8.9298068105,skin,-8.929807,-2.721836,6.2079706
DEXAMETHASONE,TEMOZOLOMIDE,SKMES1,909728,-3.5336298437,lung,-3.53363,2.674802,6.208432
L778123,DEXAMETHASONE,SK-OV-3,905959,18.6252506872,urogenital_system,18.62525,12.414861,6.210389
LAPATINIB,ETOPOSIDE,SK-OV-3,905959,19.1381495311,urogenital_system,19.13815,12.919234,6.218915
MRK-003,MK-4541,OCUBM,909256,4.5668662322,breast,4.5668664,10.79023,6.2233634
ZOLINZA,PACLITAXEL,HCT116,905936,-17.2497804615,digestive_system,-17.24978,-11.025834,6.2239466
METHOTREXATE,GELDANAMYCIN,NCIH2122,722046,-17.6456103451,lung,-17.64561,-11.416024,6.2295866
OXALIPLATIN,AZD1775,A375,906793,-1.3741975562,skin,-1.3741976,-7.6093116,6.235114
LAPATINIB,AZD1775,HCT116,905936,11.7622692927,digestive_system,11.762269,5.5238624,6.2384067
TEMOZOLOMIDE,MRK-003,LNCAP,907788,-1.0971721334,urogenital_system,-1.0971721,5.145372,6.242544
PACLITAXEL,BORTEZOMIB,RKO,909698,-13.9087760483,digestive_system,-13.908776,-7.6597195,6.249057
ERLOTINIB,DASATINIB,OCUBM,909256,11.818387848,breast,11.818388,18.069843,6.2514553
L778123,AZD1775,MSTO,908152,5.6307147219,lung,5.630715,-0.62233514,6.25305
MK-4541,BEZ-235,NCIH2122,722046,15.019540217,lung,15.01954,21.274693,6.2551527
MK-2206,AZD1775,A375,906793,22.7261358007,skin,22.726135,16.469002,6.2571335
DOXORUBICIN,BEZ-235,HT144,907067,30.6317782776,skin,30.631779,24.372276,6.2595024
CARBOPLATIN,L778123,HT144,907067,-7.3391215049,skin,-7.3391213,-1.0717177,6.2674036
MK-8776,METFORMIN,LOVO,907790,6.6534475787,digestive_system,6.6534476,0.38240117,6.2710466
ABT-888,ETOPOSIDE,LNCAP,907788,15.4702117875,urogenital_system,15.470212,9.195756,6.274456
SORAFENIB,PACLITAXEL,MSTO,908152,-12.9965793434,lung,-12.996579,-6.7203236,6.2762556
PD325901,ZOLINZA,T-47D,905945,16.714062519,breast,16.714062,10.435953,6.2781086
SUNITINIB,VINBLASTINE,RKO,909698,-3.0015693039,digestive_system,-3.0015693,3.279251,6.2808204
TEMOZOLOMIDE,SORAFENIB,VCAP,1299075,12.2403440933,urogenital_system,12.240344,5.95907,6.281274
OXALIPLATIN,BORTEZOMIB,OCUBM,909256,0.8034606869,breast,0.80346066,7.0848484,6.281388
CARBOPLATIN,GELDANAMYCIN,NCIH23,905942,-14.8404843468,lung,-14.840485,-8.55737,6.2831144
ZOLINZA,SUNITINIB,OV90,1240197,7.0242923752,urogenital_system,7.0242925,0.73722076,6.2870717
ERLOTINIB,MRK-003,OCUBM,909256,25.5660706916,breast,25.56607,19.277641,6.2884293
AZD1775,VINBLASTINE,HCT116,905936,2.7153165357,digestive_system,2.7153165,-3.5733883,6.288705
AZD1775,CARBOPLATIN,RKO,909698,11.3336169165,digestive_system,11.333617,5.0430307,6.2905865
DASATINIB,5-FU,OV90,1240197,0.4330347743,urogenital_system,0.43303478,-5.8601427,6.2931776
L778123,MK-8669,OV90,1240197,35.9039059106,urogenital_system,35.903908,29.60971,6.294197
ERLOTINIB,DINACICLIB,NCIH2122,722046,20.2544563895,lung,20.254456,13.954363,6.3000927
MRK-003,OXALIPLATIN,SW837,909755,-14.4113064504,digestive_system,-14.411306,-8.11007,6.301236
MK-2206,METHOTREXATE,OVCAR3,905933,-37.9131229507,urogenital_system,-37.913124,-31.604889,6.308235
MK-8669,MK-8776,MDAMB436,1240172,31.0941428822,breast,31.094143,24.783237,6.3109055
ABT-888,MK-8776,SK-OV-3,905959,1.2940699051,urogenital_system,1.2940699,-5.017537,6.311607
BEZ-235,ERLOTINIB,SKMEL30,909726,40.317250801,skin,40.31725,34.00525,6.3120003
SUNITINIB,CYCLOPHOSPHAMIDE,NCIH2122,722046,11.8440793165,lung,11.844079,5.526308,6.317771
MRK-003,MITOMYCINE,NCIH520,908443,0.3835992014,lung,0.3835992,-5.941634,6.3252335
