Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
ETOPOSIDE,ZOLINZA,OVCAR3,905933,10.7924253213,urogenital_system,10.792425,2.4983926,8.294033
PD325901,OXALIPLATIN,OVCAR3,905933,1.4326557082,urogenital_system,1.4326557,-6.873556,8.306211
DINACICLIB,MITOMYCINE,RPMI7951,910903,-7.5636916896,skin,-7.5636916,0.74425125,8.307943
MITOMYCINE,PD325901,SKMEL30,909726,3.3681393649,skin,3.3681393,11.683623,8.315484
DINACICLIB,ETOPOSIDE,SKMES1,909728,-14.7751742729,lung,-14.775174,-6.453167,8.322007
PACLITAXEL,AZD1775,SKMES1,909728,10.7722986701,lung,10.772299,2.4444165,8.327883
BEZ-235,MK-2206,OVCAR3,905933,31.989043943,urogenital_system,31.989044,40.322987,8.333942
MRK-003,DINACICLIB,SKMES1,909728,4.1516093418,lung,4.1516094,-4.1824594,8.334068
MK-8669,MK-8776,RPMI7951,910903,20.5268354011,skin,20.526834,28.862537,8.335703
MK-8669,5-FU,OVCAR3,905933,6.7256438694,urogenital_system,6.7256436,15.064823,8.33918
ABT-888,MITOMYCINE,RPMI7951,910903,-2.4417845947,skin,-2.4417846,5.901968,8.343753
GEMCITABINE,DASATINIB,LNCAP,907788,4.7826616718,urogenital_system,4.7826614,13.131351,8.34869
MK-5108,PD325901,MDAMB436,1240172,5.2255611726,breast,5.225561,-3.1248918,8.350452
PD325901,CYCLOPHOSPHAMIDE,SKMEL30,909726,-3.5720475783,skin,-3.5720475,4.7910867,8.363134
MK-8669,ZOLINZA,SKMES1,909728,9.5208731184,lung,9.520873,1.1485293,8.372344
ERLOTINIB,CARBOPLATIN,NCIH1650,687800,-7.9765129414,lung,-7.976513,0.39623472,8.372747
5-FU,DINACICLIB,RPMI7951,910903,-5.6869902395,skin,-5.6869903,2.687542,8.374533
MK-8776,SUNITINIB,NCIH1650,687800,1.516945445,lung,1.5169455,-6.865048,8.381993
ERLOTINIB,ETOPOSIDE,SKMEL30,909726,19.9688948808,skin,19.968895,28.353134,8.384239
ETOPOSIDE,MK-4541,RPMI7951,910903,2.050136031,skin,2.050136,10.446332,8.396196
AZD1775,MK-4827,SKMEL30,909726,13.7556973054,skin,13.755697,5.3460217,8.409676
L778123,METFORMIN,RKO,909698,-6.404031388,digestive_system,-6.4040313,2.016076,8.420107
BORTEZOMIB,ABT-888,MDAMB436,1240172,2.8414276479,breast,2.8414276,-5.579872,8.4213
BEZ-235,CARBOPLATIN,MDAMB436,1240172,29.0313462635,breast,29.031345,37.45854,8.4271965
ERLOTINIB,MK-8776,RKO,909698,6.1846561927,digestive_system,6.184656,14.614697,8.430041
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,905933,6.9417090515,urogenital_system,6.941709,-1.4924552,8.434164
L778123,MK-2206,MDAMB436,1240172,10.1703776856,breast,10.170378,18.606125,8.435747
ERLOTINIB,METHOTREXATE,RKO,909698,-7.1941642843,digestive_system,-7.1941643,1.2419184,8.436083
VINBLASTINE,GELDANAMYCIN,SKMES1,909728,-23.2749998264,lung,-23.275,-31.715273,8.440273
MRK-003,DOXORUBICIN,SKMES1,909728,-0.9480612247,lung,-0.9480612,-9.391868,8.443807
PACLITAXEL,BORTEZOMIB,OVCAR3,905933,-27.8559871511,urogenital_system,-27.855988,-36.30327,8.447281
MK-8669,5-FU,LNCAP,907788,15.9940932912,urogenital_system,15.994093,24.442703,8.44861
GELDANAMYCIN,MRK-003,SKMEL30,909726,-14.613746328,skin,-14.613747,-6.136776,8.476971
LAPATINIB,SORAFENIB,RPMI7951,910903,4.438556526,skin,4.4385567,12.927789,8.489232
MK-8669,VINBLASTINE,LNCAP,907788,16.5747313879,urogenital_system,16.574732,8.084427,8.490305
ABT-888,VINORELBINE,RKO,909698,-1.336451327,digestive_system,-1.3364513,-9.827303,8.490851
DEXAMETHASONE,TEMOZOLOMIDE,MDAMB436,1240172,-2.3372080313,breast,-2.337208,-10.828638,8.49143
BEZ-235,SUNITINIB,RKO,909698,15.7532157537,digestive_system,15.753216,24.245546,8.492331
CARBOPLATIN,MRK-003,SKMEL30,909726,4.2322389062,skin,4.232239,-4.2669854,8.499224
ABT-888,MK-2206,NCIH1650,687800,5.5817193199,lung,5.5817194,-2.9237657,8.505486
METFORMIN,MRK-003,SKMEL30,909726,12.105958989,skin,12.105959,3.589065,8.516893
L778123,VINORELBINE,SKMES1,909728,6.5337835761,lung,6.5337834,-1.98802,8.521803
PD325901,CYCLOPHOSPHAMIDE,RPMI7951,910903,-6.5749257912,skin,-6.574926,1.971224,8.54615
CARBOPLATIN,BORTEZOMIB,SKMEL30,909726,-1.4937476361,skin,-1.4937476,-10.042254,8.548507
SUNITINIB,L778123,MDAMB436,1240172,6.1046597072,breast,6.1046596,14.656891,8.552231
PD325901,ZOLINZA,NCIH1650,687800,-1.0392569114,lung,-1.0392569,-9.591517,8.55226
GELDANAMYCIN,MK-4541,RKO,909698,13.1664626082,digestive_system,13.166463,4.604629,8.561834
5-FU,ERLOTINIB,RKO,909698,20.9875725757,digestive_system,20.987572,12.421928,8.565643
L778123,SUNITINIB,RPMI7951,910903,4.6984059719,skin,4.6984057,13.264904,8.566498
DASATINIB,MK-2206,LNCAP,907788,34.470842721,urogenital_system,34.470844,43.053486,8.582642
MRK-003,MITOMYCINE,SKMES1,909728,-12.5634426916,lung,-12.563442,-3.9757948,8.587647
PD325901,SORAFENIB,SKMES1,909728,12.463054334,lung,12.463055,21.063576,8.600521
TEMOZOLOMIDE,SN-38,MDAMB436,1240172,-2.5720133979,breast,-2.5720134,-11.174461,8.6024475
METHOTREXATE,BORTEZOMIB,NCIH1650,687800,-28.2907137808,lung,-28.290714,-19.686087,8.604628
DINACICLIB,ERLOTINIB,LNCAP,907788,25.476607541,urogenital_system,25.476608,16.86767,8.608938
METFORMIN,TEMOZOLOMIDE,MDAMB436,1240172,-2.0164272382,breast,-2.0164273,-10.626932,8.610505
CYCLOPHOSPHAMIDE,ABT-888,RPMI7951,910903,-7.016517482,skin,-7.0165176,1.5974405,8.613958
OXALIPLATIN,GELDANAMYCIN,MDAMB436,1240172,2.0662744947,breast,2.0662744,-6.5477657,8.61404
MRK-003,MK-2206,RKO,909698,20.1116576782,digestive_system,20.111658,11.494719,8.61694
VINORELBINE,DASATINIB,RKO,909698,7.4146469801,digestive_system,7.414647,-1.2095454,8.624192
DASATINIB,TEMOZOLOMIDE,MDAMB436,1240172,-5.3295642988,breast,-5.329564,3.3040838,8.633648
SN-38,MK-5108,LNCAP,907788,-13.0270032495,urogenital_system,-13.027003,-4.392547,8.634457
ERLOTINIB,DINACICLIB,SKMEL30,909726,4.1585339225,skin,4.158534,12.797726,8.639192
AZD1775,ERLOTINIB,SKMES1,909728,13.7514159942,lung,13.751416,5.1094723,8.641944
TEMOZOLOMIDE,AZD1775,RKO,909698,6.7617247567,digestive_system,6.761725,-1.8810523,8.642777
AZD1775,VINORELBINE,RKO,909698,-1.4257800164,digestive_system,-1.42578,-10.075497,8.649716
MRK-003,TOPOTECAN,MDAMB436,1240172,14.5567479779,breast,14.556748,23.209566,8.652818
MK-2206,SN-38,NCIH1650,687800,10.9328966913,lung,10.932897,19.591509,8.658612
MK-8776,SORAFENIB,SKMEL30,909726,-0.2902706891,skin,-0.2902707,8.375202,8.665473
ETOPOSIDE,ABT-888,RKO,909698,7.5127189826,digestive_system,7.512719,-1.1538047,8.666524
MK-4541,MK-2206,LNCAP,907788,2.9188034838,urogenital_system,2.9188035,11.601937,8.683134
DOXORUBICIN,BEZ-235,RKO,909698,5.8872868446,digestive_system,5.8872867,14.579317,8.69203
PD325901,CARBOPLATIN,NCIH1650,687800,4.199487998,lung,4.199488,-4.4985642,8.698052
DOXORUBICIN,ZOLINZA,RPMI7951,910903,-3.2953851024,skin,-3.2953851,5.40312,8.698505
MK-4541,AZD1775,SKMEL30,909726,9.7764728833,skin,9.776473,1.0756747,8.700798
ZOLINZA,MK-8776,NCIH1650,687800,-0.7711728735,lung,-0.7711729,7.930551,8.701724
5-FU,TEMOZOLOMIDE,SKMES1,909728,5.0475400042,lung,5.04754,-3.6575108,8.705051
SUNITINIB,PACLITAXEL,SKMES1,909728,7.2076709231,lung,7.2076707,-1.5037973,8.711468
VINBLASTINE,BORTEZOMIB,SKMES1,909728,-34.1247100082,lung,-34.12471,-25.394434,8.730276
LAPATINIB,METHOTREXATE,RKO,909698,-15.4811633732,digestive_system,-15.481163,-6.7419643,8.739199
SUNITINIB,L778123,OVCAR3,905933,0.4835372596,urogenital_system,0.48353726,9.228879,8.745341
TOPOTECAN,GELDANAMYCIN,LNCAP,907788,-5.3696150058,urogenital_system,-5.369615,3.3912547,8.76087
L778123,MK-8776,RPMI7951,910903,0.9189501355,skin,0.91895014,9.6806555,8.761705
PD325901,MK-8669,NCIH1650,687800,24.2160644098,lung,24.216064,32.984066,8.768002
MK-5108,ERLOTINIB,RKO,909698,-4.5274399203,digestive_system,-4.52744,4.252354,8.779795
ETOPOSIDE,L778123,SKMES1,909728,-6.1639053085,lung,-6.163905,2.6238265,8.787731
LAPATINIB,PACLITAXEL,OVCAR3,905933,9.0878393932,urogenital_system,9.087839,0.28600162,8.801838
MITOMYCINE,LAPATINIB,RPMI7951,910903,8.5842278334,skin,8.584228,17.389286,8.8050585
ERLOTINIB,PACLITAXEL,NCIH1650,687800,6.727703731,lung,6.7277036,-2.0832055,8.810909
TEMOZOLOMIDE,ETOPOSIDE,MDAMB436,1240172,7.8738711249,breast,7.8738713,-0.93754816,8.8114195
DEXAMETHASONE,MK-4827,SKMEL30,909726,4.9218908869,skin,4.9218907,-3.8932948,8.815186
PACLITAXEL,BEZ-235,RKO,909698,16.2780018407,digestive_system,16.278002,7.453765,8.824237
SORAFENIB,PD325901,SKMES1,909728,12.463054334,lung,12.463055,21.290043,8.826988
BEZ-235,DEXAMETHASONE,OVCAR3,905933,17.8701602003,urogenital_system,17.870161,26.70395,8.83379
MK-5108,MK-8776,RKO,909698,11.832005858,digestive_system,11.8320055,2.9840565,8.847949
TEMOZOLOMIDE,PACLITAXEL,RPMI7951,910903,7.1896133607,skin,7.1896133,-1.6583416,8.847955
SUNITINIB,SORAFENIB,OVCAR3,905933,-11.8728758142,urogenital_system,-11.872876,-3.0246089,8.848268
MK-5108,ERLOTINIB,MDAMB436,1240172,-0.5146351318,breast,-0.51463515,8.334805,8.84944
GEMCITABINE,SUNITINIB,NCIH1650,687800,1.6271522377,lung,1.6271522,-7.2273197,8.854472
MK-8776,MK-8669,LNCAP,907788,21.1628529949,urogenital_system,21.162853,12.30228,8.860573
L778123,5-FU,NCIH1650,687800,12.2198248938,lung,12.219825,3.358909,8.860916
ABT-888,SN-38,RKO,909698,30.5324902581,digestive_system,30.53249,21.670397,8.862093
5-FU,L778123,NCIH1650,687800,12.2198248938,lung,12.219825,3.3563542,8.86347
AZD1775,PACLITAXEL,SKMES1,909728,10.7722986701,lung,10.772299,1.9042964,8.868002
METHOTREXATE,SUNITINIB,SKMES1,909728,-21.3935578705,lung,-21.393559,-12.524651,8.868908
CARBOPLATIN,AZD1775,RKO,909698,11.3336169165,digestive_system,11.333617,2.4624527,8.871164
SORAFENIB,GELDANAMYCIN,LNCAP,907788,-6.8923927236,urogenital_system,-6.8923926,1.9818432,8.874236
MK-2206,BEZ-235,MDAMB436,1240172,42.1853379116,breast,42.185337,51.06334,8.878002
PACLITAXEL,MRK-003,NCIH1650,687800,14.1222062011,lung,14.122206,5.2419524,8.880253
LAPATINIB,MITOMYCINE,SKMES1,909728,5.823889945,lung,5.8238897,14.704505,8.880615
MK-4827,METHOTREXATE,RPMI7951,910903,2.5309351361,skin,2.530935,-6.3502345,8.881169
MK-5108,PD325901,RKO,909698,15.0405498318,digestive_system,15.04055,6.150654,8.889896
METHOTREXATE,DINACICLIB,MDAMB436,1240172,1.9624764565,breast,1.9624765,-6.928321,8.890798
DOXORUBICIN,MRK-003,SKMES1,909728,-0.9480612247,lung,-0.9480612,-9.849236,8.901175
CYCLOPHOSPHAMIDE,ERLOTINIB,SKMES1,909728,5.3164230339,lung,5.316423,-3.6273444,8.943768
METFORMIN,BEZ-235,NCIH1650,687800,8.9408668432,lung,8.940866,17.887798,8.946932
METHOTREXATE,MK-5108,RKO,909698,-19.9004873131,digestive_system,-19.900488,-10.93601,8.964478
ZOLINZA,MK-2206,RPMI7951,910903,5.6776738266,skin,5.677674,14.642975,8.9653015
METFORMIN,ZOLINZA,NCIH1650,687800,7.3123605956,lung,7.312361,-1.658123,8.970484
ZOLINZA,5-FU,RKO,909698,11.0483406888,digestive_system,11.048341,2.0764291,8.971911
BORTEZOMIB,AZD1775,MDAMB436,1240172,-5.0166506828,breast,-5.0166507,-13.990149,8.973497
MK-8776,MRK-003,RPMI7951,910903,17.1191917662,skin,17.119192,8.145683,8.973509
GELDANAMYCIN,AZD1775,MDAMB436,1240172,8.3790567735,breast,8.379057,-0.59968567,8.978743
DOXORUBICIN,ABT-888,LNCAP,907788,9.9964535117,urogenital_system,9.996453,1.0175464,8.978907
LAPATINIB,MITOMYCINE,RPMI7951,910903,8.5842278334,skin,8.584228,17.585434,9.001206
MK-4541,SUNITINIB,SKMES1,909728,2.4502330957,lung,2.450233,11.456776,9.006542
L778123,GELDANAMYCIN,NCIH1650,687800,13.0961344745,lung,13.096134,4.088454,9.007681
MK-2206,GEMCITABINE,OVCAR3,905933,-7.2538842436,urogenital_system,-7.2538843,1.7550669,9.008951
DASATINIB,VINORELBINE,RPMI7951,910903,10.2822484096,skin,10.2822485,1.265,9.017248
ZOLINZA,ETOPOSIDE,OVCAR3,905933,10.7924253213,urogenital_system,10.792425,1.7735907,9.018834
AZD1775,ETOPOSIDE,SKMEL30,909726,19.8715154139,skin,19.871515,10.848986,9.02253
DASATINIB,AZD1775,NCIH1650,687800,17.0435242295,lung,17.043524,26.068178,9.024654
TEMOZOLOMIDE,PACLITAXEL,OVCAR3,905933,-19.6397745088,urogenital_system,-19.639774,-10.613,9.026774
DINACICLIB,ETOPOSIDE,OVCAR3,905933,-2.327807888,urogenital_system,-2.327808,-11.359361,9.031553
L778123,ZOLINZA,NCIH1650,687800,-1.7020969514,lung,-1.7020969,7.333228,9.035325
GELDANAMYCIN,SUNITINIB,MDAMB436,1240172,9.6778864683,breast,9.677886,0.6283973,9.049489
BORTEZOMIB,PD325901,SKMEL30,909726,-1.9172872169,skin,-1.9172872,-10.975471,9.058184
DINACICLIB,METFORMIN,MDAMB436,1240172,3.9574770421,breast,3.957477,-5.1026254,9.060102
CARBOPLATIN,AZD1775,MDAMB436,1240172,11.6873839456,breast,11.687384,2.621591,9.065792
DINACICLIB,SN-38,SKMES1,909728,0.163336596,lung,0.16333659,-8.906785,9.070122
VINORELBINE,AZD1775,RPMI7951,910903,-12.0421805889,skin,-12.042181,-2.964219,9.077962
BEZ-235,OXALIPLATIN,SKMEL30,909726,20.9179716414,skin,20.917973,11.839068,9.078904
LAPATINIB,AZD1775,NCIH1650,687800,11.3236305138,lung,11.32363,2.2397587,9.083872
MRK-003,MK-8669,SKMES1,909728,21.1168286318,lung,21.116829,12.028868,9.087961
MK-8776,TEMOZOLOMIDE,NCIH1650,687800,0.1450295235,lung,0.14502953,-8.94783,9.092859
BEZ-235,SORAFENIB,RKO,909698,14.222768957,digestive_system,14.222769,5.1204495,9.10232
PD325901,SORAFENIB,NCIH1650,687800,18.4295745803,lung,18.429575,27.537191,9.107616
ZOLINZA,DEXAMETHASONE,SKMES1,909728,9.3339710429,lung,9.333971,0.21742883,9.116542
CYCLOPHOSPHAMIDE,PD325901,OVCAR3,905933,11.1470705797,urogenital_system,11.147071,2.0272071,9.1198635
MK-8776,CARBOPLATIN,SKMES1,909728,-5.0319232508,lung,-5.0319233,4.0912123,9.123136
ZOLINZA,SUNITINIB,LNCAP,907788,-11.6635211538,urogenital_system,-11.663521,-2.5393884,9.124132
MK-2206,METHOTREXATE,LNCAP,907788,-8.9453197255,urogenital_system,-8.94532,0.18013269,9.125453
OXALIPLATIN,MK-8776,SKMES1,909728,-7.8141185852,lung,-7.8141184,1.3289353,9.143054
ERLOTINIB,5-FU,RKO,909698,20.9875725757,digestive_system,20.987572,11.837912,9.14966
SN-38,TEMOZOLOMIDE,LNCAP,907788,3.9326860849,urogenital_system,3.932686,-5.219239,9.151925
TOPOTECAN,DINACICLIB,SKMES1,909728,-14.2633707028,lung,-14.2633705,-5.0977874,9.165583
MK-8776,ZOLINZA,SKMES1,909728,12.2743736546,lung,12.274374,3.1080475,9.1663265
LAPATINIB,MRK-003,RPMI7951,910903,32.8857601486,skin,32.88576,23.716364,9.169397
ETOPOSIDE,AZD1775,SKMEL30,909726,19.8715154139,skin,19.871515,10.7019,9.169616
SORAFENIB,METFORMIN,OVCAR3,905933,-5.9666107958,urogenital_system,-5.966611,3.217761,9.184372
METFORMIN,BEZ-235,RPMI7951,910903,19.8976224971,skin,19.897623,29.0838,9.186176
DOXORUBICIN,AZD1775,SKMEL30,909726,10.5312183702,skin,10.531219,1.3361559,9.195063
MITOMYCINE,DINACICLIB,MDAMB436,1240172,8.9144655869,breast,8.914466,-0.28184238,9.196308
VINBLASTINE,MK-4541,OVCAR3,905933,-29.9394761455,urogenital_system,-29.939476,-20.74164,9.197836
SORAFENIB,LAPATINIB,RPMI7951,910903,4.438556526,skin,4.4385567,13.646582,9.208025
DEXAMETHASONE,MK-2206,RKO,909698,14.7355469049,digestive_system,14.735547,5.5208883,9.214659
5-FU,TEMOZOLOMIDE,OVCAR3,905933,4.2532574153,urogenital_system,4.2532573,-4.96695,9.220207
AZD1775,SUNITINIB,OVCAR3,905933,1.032005091,urogenital_system,1.0320051,-8.18963,9.221635
DINACICLIB,MK-4827,SKMES1,909728,0.1269233947,lung,0.1269234,-9.101057,9.227981
MK-4541,OXALIPLATIN,NCIH1650,687800,-0.7277638439,lung,-0.72776383,-9.9559555,9.228191
DOXORUBICIN,MK-5108,RKO,909698,-1.5799579298,digestive_system,-1.579958,-10.808261,9.228303
ABT-888,GELDANAMYCIN,MDAMB436,1240172,17.3503409113,breast,17.350342,8.120785,9.229557
MRK-003,SN-38,LNCAP,907788,-1.5730048212,urogenital_system,-1.5730048,7.663292,9.236297
CARBOPLATIN,SUNITINIB,SKMEL30,909726,-5.5283836625,skin,-5.5283837,3.7184098,9.246794
LAPATINIB,MK-4541,NCIH1650,687800,4.0692136545,lung,4.069214,-5.1795344,9.248749
BORTEZOMIB,METHOTREXATE,NCIH1650,687800,-28.2907137808,lung,-28.290714,-19.039492,9.251223
GELDANAMYCIN,MK-4541,SKMES1,909728,10.025732919,lung,10.025733,0.7710575,9.254676
GELDANAMYCIN,BORTEZOMIB,SKMES1,909728,-35.1495067277,lung,-35.149506,-44.408398,9.258892
ABT-888,CYCLOPHOSPHAMIDE,RPMI7951,910903,-7.016517482,skin,-7.0165176,2.2533054,9.269823
GELDANAMYCIN,MITOMYCINE,RPMI7951,910903,-3.6517196778,skin,-3.6517196,-12.933735,9.282015
MITOMYCINE,SORAFENIB,RKO,909698,-19.0689622582,digestive_system,-19.068962,-28.351917,9.282955
PD325901,MK-4541,SKMES1,909728,5.1520340139,lung,5.152034,-4.1394744,9.291508
VINORELBINE,L778123,SKMEL30,909726,9.490453086,skin,9.490453,0.19533014,9.295122
MK-8776,BORTEZOMIB,SKMES1,909728,-29.3220773065,lung,-29.322077,-38.61752,9.295443
DOXORUBICIN,DASATINIB,LNCAP,907788,27.2277203947,urogenital_system,27.22772,17.929228,9.298492
PD325901,MK-5108,RKO,909698,15.0405498318,digestive_system,15.04055,5.735851,9.304699
TEMOZOLOMIDE,ERLOTINIB,SKMEL30,909726,17.0800559268,skin,17.080055,7.774529,9.305527
DOXORUBICIN,ZOLINZA,NCIH1650,687800,8.3008877347,lung,8.300888,-1.0059556,9.306844
MRK-003,DEXAMETHASONE,NCIH1650,687800,11.3172614008,lung,11.317262,2.008953,9.308309
AZD1775,MRK-003,SKMES1,909728,11.7399915232,lung,11.739991,2.4274426,9.312549
CARBOPLATIN,BORTEZOMIB,SKMES1,909728,-20.6022819531,lung,-20.602282,-11.288537,9.313745
MK-8776,ERLOTINIB,SKMES1,909728,1.9756419785,lung,1.975642,11.294911,9.319269
AZD1775,MK-4541,RKO,909698,8.0906593809,digestive_system,8.090659,-1.2356026,9.3262615
OXALIPLATIN,BORTEZOMIB,OVCAR3,905933,-5.4946046944,urogenital_system,-5.4946046,-14.821714,9.32711
SORAFENIB,ABT-888,RKO,909698,24.3821576226,digestive_system,24.382158,15.053153,9.329005
ERLOTINIB,DINACICLIB,RKO,909698,1.9820407036,digestive_system,1.9820408,11.319087,9.337047
LAPATINIB,VINBLASTINE,SKMEL30,909726,-10.251605046,skin,-10.251605,-0.90638745,9.345218
MK-5108,BEZ-235,RKO,909698,12.2386761343,digestive_system,12.238676,21.58749,9.348814
MK-8776,ABT-888,MDAMB436,1240172,9.0264111901,breast,9.026411,-0.3225528,9.348964
TOPOTECAN,MK-2206,NCIH1650,687800,17.6032722721,lung,17.603271,26.952341,9.34907
GELDANAMYCIN,TEMOZOLOMIDE,SKMES1,909728,0.4228988663,lung,0.42289886,-8.926199,9.349098
VINORELBINE,ERLOTINIB,SKMEL30,909726,23.0419294623,skin,23.04193,13.689797,9.352132
SN-38,ABT-888,RKO,909698,30.5324902581,digestive_system,30.53249,21.178188,9.354301
SUNITINIB,GELDANAMYCIN,OVCAR3,905933,8.5311616454,urogenital_system,8.531161,-0.8254281,9.356589
LAPATINIB,SN-38,LNCAP,907788,11.0402841037,urogenital_system,11.040284,20.40029,9.360005
ETOPOSIDE,GELDANAMYCIN,RPMI7951,910903,-2.2640746943,skin,-2.2640748,7.104652,9.368727
LAPATINIB,DOXORUBICIN,OVCAR3,905933,-3.9014540914,urogenital_system,-3.9014542,5.4682937,9.369748
SUNITINIB,L778123,LNCAP,907788,3.8711550683,urogenital_system,3.871155,13.262623,9.391468
SUNITINIB,MK-8669,MDAMB436,1240172,16.7636947367,breast,16.763695,26.158987,9.395292
MRK-003,LAPATINIB,RPMI7951,910903,32.8857601486,skin,32.88576,23.489538,9.396223
GEMCITABINE,BORTEZOMIB,NCIH1650,687800,-22.1194540597,lung,-22.119453,-12.715891,9.403563
DEXAMETHASONE,GELDANAMYCIN,SKMES1,909728,5.7457266262,lung,5.7457266,-3.6645122,9.410238
CYCLOPHOSPHAMIDE,PD325901,LNCAP,907788,11.3392427478,urogenital_system,11.339243,1.924632,9.414611
L778123,MK-4541,SKMEL30,909726,16.2679804074,skin,16.26798,6.850367,9.417614
MK-8669,MK-4827,RPMI7951,910903,19.8565546335,skin,19.856554,10.438178,9.418376
METHOTREXATE,ERLOTINIB,RKO,909698,-7.1941642843,digestive_system,-7.1941643,2.2556767,9.449841
MK-2206,SN-38,RPMI7951,910903,19.2903091479,skin,19.29031,28.742842,9.452532
MK-2206,MK-4541,RPMI7951,910903,7.1876722907,skin,7.187672,-2.3027618,9.490434
LAPATINIB,METFORMIN,NCIH1650,687800,-9.4454994423,lung,-9.445499,0.04510031,9.4906
GELDANAMYCIN,MK-5108,SKMEL30,909726,7.3331621057,skin,7.3331623,-2.1602414,9.493403
DINACICLIB,PD325901,OVCAR3,905933,11.8391032327,urogenital_system,11.839104,2.3442242,9.49488
SORAFENIB,DEXAMETHASONE,RPMI7951,910903,-0.6960066448,skin,-0.69600666,8.806821,9.502828
L778123,VINBLASTINE,SKMEL30,909726,20.9831401503,skin,20.98314,30.497019,9.513878
MK-4827,DINACICLIB,SKMES1,909728,0.1269233947,lung,0.1269234,-9.391957,9.518881
DASATINIB,ERLOTINIB,LNCAP,907788,30.8550542639,urogenital_system,30.855055,21.334023,9.521032
MITOMYCINE,MK-2206,SKMES1,909728,15.2835397561,lung,15.28354,5.760227,9.523313
SUNITINIB,ZOLINZA,LNCAP,907788,-11.6635211538,urogenital_system,-11.663521,-2.1401503,9.523371
PACLITAXEL,SUNITINIB,SKMES1,909728,7.2076709231,lung,7.2076707,-2.33123,9.5389
MK-4827,SORAFENIB,LNCAP,907788,-10.9047810239,urogenital_system,-10.904781,-1.3620858,9.542696
MK-2206,TOPOTECAN,RKO,909698,37.0603671522,digestive_system,37.060368,27.51672,9.543648
MRK-003,LAPATINIB,MDAMB436,1240172,9.4078096783,breast,9.407809,18.956951,9.549142
METHOTREXATE,AZD1775,OVCAR3,905933,-22.9061603865,urogenital_system,-22.90616,-13.334916,9.571244
MK-4541,AZD1775,RKO,909698,8.0906593809,digestive_system,8.090659,-1.4807383,9.571398
SUNITINIB,DOXORUBICIN,NCIH1650,687800,-1.2461722134,lung,-1.2461722,-10.822342,9.57617
BEZ-235,AZD1775,NCIH1650,687800,27.7711038056,lung,27.771103,18.1946,9.576504
SORAFENIB,TEMOZOLOMIDE,RPMI7951,910903,-2.7250510658,skin,-2.7250512,6.854246,9.579297
ABT-888,MK-5108,OVCAR3,905933,14.6792121358,urogenital_system,14.679213,5.0969014,9.582312
MK-4541,VINBLASTINE,RPMI7951,910903,-18.4971530336,skin,-18.497152,-8.910871,9.586282
SUNITINIB,BORTEZOMIB,OVCAR3,905933,-3.00214848,urogenital_system,-3.0021484,-12.606912,9.604763
DINACICLIB,ETOPOSIDE,RPMI7951,910903,-11.6430170017,skin,-11.643017,-2.037775,9.605242
DASATINIB,AZD1775,RPMI7951,910903,19.840208768,skin,19.840208,29.447807,9.607599
PD325901,TOPOTECAN,LNCAP,907788,16.9288943866,urogenital_system,16.928894,7.3192086,9.609686
SORAFENIB,BORTEZOMIB,RKO,909698,-2.6312824308,digestive_system,-2.6312823,-12.251421,9.620138
ZOLINZA,PACLITAXEL,SKMEL30,909726,-0.860674872,skin,-0.86067486,-10.485289,9.624614
CYCLOPHOSPHAMIDE,BEZ-235,NCIH1650,687800,17.1066708103,lung,17.10667,26.736708,9.630037
SUNITINIB,ERLOTINIB,NCIH1650,687800,19.751755626,lung,19.751755,10.121669,9.630086
MK-4541,DINACICLIB,RPMI7951,910903,-4.0220463159,skin,-4.022046,5.613351,9.635397
LAPATINIB,CARBOPLATIN,RKO,909698,-5.3602261046,digestive_system,-5.360226,4.27623,9.636456
CARBOPLATIN,MK-8669,MDAMB436,1240172,25.8271263935,breast,25.827126,16.173918,9.653208
GELDANAMYCIN,CYCLOPHOSPHAMIDE,RKO,909698,-2.1335307454,digestive_system,-2.1335309,7.519981,9.653512
5-FU,BORTEZOMIB,RKO,909698,2.9072006684,digestive_system,2.9072006,-6.7516356,9.658836
GELDANAMYCIN,METFORMIN,MDAMB436,1240172,1.7188938609,breast,1.7188939,-7.9554048,9.674298
L778123,BEZ-235,LNCAP,907788,73.0901250105,urogenital_system,73.090126,63.407753,9.682373
MK-2206,DOXORUBICIN,SKMEL30,909726,14.345228702,skin,14.345229,4.653463,9.691767
TOPOTECAN,SORAFENIB,SKMES1,909728,9.2006035543,lung,9.2006035,-0.4940395,9.694643
BORTEZOMIB,SN-38,MDAMB436,1240172,2.9171093748,breast,2.9171095,-6.7778325,9.694942
GELDANAMYCIN,ZOLINZA,SKMEL30,909726,-10.2573349263,skin,-10.257335,-19.954906,9.697572
MK-8669,ERLOTINIB,MDAMB436,1240172,26.6417004794,breast,26.6417,36.34765,9.705948
BORTEZOMIB,GEMCITABINE,NCIH1650,687800,-22.1194540597,lung,-22.119453,-12.412178,9.707275
TEMOZOLOMIDE,MK-2206,OVCAR3,905933,-14.3832621052,urogenital_system,-14.383262,-4.6722345,9.711027
MK-8776,DOXORUBICIN,MDAMB436,1240172,19.9321308907,breast,19.93213,10.220914,9.711217
AZD1775,CARBOPLATIN,SKMEL30,909726,10.4911730399,skin,10.491173,0.776708,9.714465
